,Comparison,Correlation,P_value,fdr_bh_p_val,Cancer Type
1021,TUBGCP4_proteomics,0.27686730340186105,0.0034103611181497016,0.037302506841362354,Kidney
483,KSR1_proteomics,0.27677413039326915,0.003421629445223971,0.03738361360085919,Kidney
672,PDE9A_proteomics,0.38120519741868486,0.003437699932739402,0.03751694572265206,Kidney
917,SRP72_proteomics,-0.27659144213670595,0.0034438207779433285,0.03754151594113053,Kidney
961,TIFA_proteomics,-0.3575014875121191,0.0034597635024446773,0.03766550911500543,Kidney
389,GTF2I_proteomics,0.2764347298829777,0.003462959609419176,0.03766550911500543,Kidney
821,RP9_proteomics,0.2814635099162088,0.003468803442035263,0.03768682082264963,Kidney
1019,TUBGCP2_proteomics,0.276269958596202,0.003483185554342337,0.03780074524410442,Kidney
924,STK17A_proteomics,-0.34685606309455097,0.0035026054280404705,0.0379184597745014,Kidney
511,MANEA_proteomics,0.30634979009774727,0.003502666531331818,0.0379184597745014,Kidney
1078,ZAP70_proteomics,-0.2760870868487272,0.0035057574126703523,0.0379184597745014,Kidney
461,ITGB1_proteomics,0.27602747616091156,0.003513143469951888,0.037918801202629165,Kidney
576,NAV1_proteomics,-0.2759899627239068,0.003517798723581903,0.037918801202629165,Kidney
488,LBH_proteomics,-0.2759686488040794,0.0035204461526425995,0.037918801202629165,Kidney
994,TRAPPC10_proteomics,-0.2759510492886979,0.0035226335580056524,0.037918801202629165,Kidney
931,STXBP4_proteomics,0.27592031288184893,0.0035264566433033874,0.037918801202629165,Kidney
618,NLE1_proteomics,0.2758979618095255,0.0035292390729719787,0.037918801202629165,Kidney
789,RAB5A_proteomics,-0.27579452443257546,0.003542141400236813,0.038015327284399957,Kidney
441,IGF2BP2_proteomics,-0.27559073202689877,0.003567685447269406,0.0382298695213015,Kidney
985,TNFSF13_proteomics,-0.27556560107840056,0.0035708468641149913,0.0382298695213015,Kidney
901,SNX12_proteomics,-0.2755409292877671,0.0035739529639064586,0.0382298695213015,Kidney
919,STARD13_proteomics,0.27545512971134395,0.003584773733284411,0.03828174867625896,Kidney
271,ECHS1_proteomics,-0.27540526487957573,0.0035910760190743392,0.03828174867625896,Kidney
809,RELL1_proteomics,0.275391033814792,0.0035928764678669783,0.03828174867625896,Kidney
82,ARAP1_proteomics,-0.27537752755645417,0.00359458596619995,0.03828174867625896,Kidney
962,TIMP2_proteomics,-0.2752283490922758,0.0036135161897266873,0.03844115578150035,Kidney
824,RRP15_proteomics,0.27499531656530124,0.003643266138167771,0.03871518956462619,Kidney
79,APOE_proteomics,-0.2749205518107875,0.0036528573578603644,0.03877273698820589,Kidney
703,PIK3CB_proteomics,0.27489084699234134,0.0036566743294380944,0.03877273698820589,Kidney
807,RDH12_proteomics,-0.286571231373245,0.003668397676533962,0.038854578883987446,Kidney
530,METAP1D_proteomics,0.27463506509152175,0.0036896897166006663,0.039037480513042164,Kidney
457,IST1_proteomics,-0.49118985201059817,0.0036998796435378026,0.03910264956601717,Kidney
459,ITGA3_proteomics,0.27445255594970047,0.003713410421544885,0.03918887626852887,Kidney
579,NCF1_proteomics,-0.27440941533895213,0.0037190373397402274,0.03918887626852887,Kidney
544,MRC2_proteomics,-0.27440084452704305,0.003720156157834992,0.03918887626852887,Kidney
341,FRMD4A_proteomics,0.2741281374770671,0.0037559127169921698,0.03952263034735144,Kidney
827,S100A16_proteomics,0.27408673545521,0.003761368075568361,0.03953715392108802,Kidney
426,HSPB1_proteomics,0.27404147735197215,0.0037673396552811694,0.039550607745086,Kidney
205,COX5B_proteomics,-0.27401527285916627,0.0037708010888687434,0.039550607745086,Kidney
178,CEND1_proteomics,-0.4970603920917056,0.003801847579155124,0.03983318057555401,Kidney
897,SNRPB2_proteomics,-0.27365533160248257,0.00381863612751249,0.039923683072451394,Kidney
30,ADAMTSL5_proteomics,-0.27364938335377287,0.00381943117637746,0.039923683072451394,Kidney
21,ACTR3_proteomics,-0.27361419340076976,0.0038241377352278504,0.039923683072451394,Kidney
404,HDDC2_proteomics,0.27359321879356746,0.0038269455016882907,0.039923683072451394,Kidney
484,KTN1_proteomics,-0.2735394199587888,0.003834155729998631,0.039955938659985736,Kidney
144,C5orf51_proteomics,0.27332034260458826,0.0038636427606433023,0.04017972072773752,Kidney
425,HSP90AA1_proteomics,-0.27331834518896586,0.003863912537515884,0.04017972072773752,Kidney
731,PNPLA2_proteomics,0.27318442303813495,0.0038820389958560924,0.04032499179635526,Kidney
250,DHPS_proteomics,0.27315201195263383,0.0038864372897405353,0.04032750223001356,Kidney
514,MAP1LC3B2_proteomics,-0.2794042133458075,0.0038956565649465196,0.04037997862511873,Kidney
139,BTNL9_proteomics,0.31921634077818156,0.003899998492212688,0.04038184137827908,Kidney
312,F8A2_proteomics,-0.2729619341161328,0.0039123214496390715,0.0404662502179086,Kidney
493,LIG1_proteomics,0.27288911579218633,0.0039222784324933055,0.0405232879559717,Kidney
934,SUMF1_proteomics,-0.27286055817435806,0.003926189515420882,0.0405232879559717,Kidney
642,OSCP1_proteomics,0.27281501945502634,0.003932433454753214,0.040534925296980856,Kidney
1052,WDFY2_proteomics,-0.3208828439955761,0.003935673018940009,0.040534925296980856,Kidney
215,CST3_proteomics,-0.27274408464364575,0.003942177235864082,0.04055885847545421,Kidney
506,MAGI2_proteomics,-0.2841905694874324,0.003974666278445713,0.04084980109478845,Kidney
78,APIP_proteomics,-0.2723647396363423,0.003994652857180924,0.040989828607962624,Kidney
1053,WDFY4_proteomics,-0.27234973944955376,0.0039967406579192585,0.040989828607962624,Kidney
420,HSD17B11_proteomics,0.27221811074463764,0.004015103333451849,0.04113467005401251,Kidney
310,ESYT2_proteomics,0.2721165049342507,0.004029329313791517,0.04120680805560376,Kidney
390,GTPBP1_proteomics,-0.27210716601757495,0.0040306391305677145,0.04120680805560376,Kidney
140,BUD23_proteomics,0.2719908164036493,0.004046989563976543,0.04133041342073729,Kidney
448,INPP5D_proteomics,-0.27189082418464383,0.004061088720416942,0.04143079155150912,Kidney
101,ARRB2_proteomics,-0.2717641722142425,0.004079010063270286,0.041569911380092764,Kidney
387,GSTT1_proteomics,0.2716544770270444,0.004094589167206778,0.04168489412407152,Kidney
996,TRAPPC3_proteomics,-0.2715890985233046,0.004103899640223102,0.041696221194730314,Kidney
595,NDUFB1_proteomics,-0.27158630993852334,0.0041042971800626105,0.041696221194730314,Kidney
53,ALDH1L2_proteomics,-0.271503778434263,0.004116078459339061,0.041772168632330096,Kidney
712,PLCB2_proteomics,-0.2714086987326587,0.004129688480688705,0.041866497011119976,Kidney
197,CLIC1_proteomics,0.2713739947189884,0.004134666148340224,0.0418732056066773,Kidney
1026,UBE2Q1_proteomics,0.2712380361650949,0.0041542187086013715,0.041900498544786634,Kidney
565,MYRIP_proteomics,-0.454427891149092,0.004155780773137873,0.041900498544786634,Kidney
280,EHD2_proteomics,0.2712096109963505,0.0041583170468409685,0.041900498544786634,Kidney
89,ARHGDIB_proteomics,-0.27120346792733213,0.004159203229125594,0.041900498544786634,Kidney
39,ADSS_proteomics,-0.27117694955939914,0.004163030635190729,0.041900498544786634,Kidney
914,SRM_proteomics,0.2711752668094783,0.0041632736133966515,0.041900498544786634,Kidney
615,NGDN_proteomics,0.2709118451883783,0.004201466789238462,0.042241068175328036,Kidney
875,SLC23A1_proteomics,-0.27046911861030376,0.004266363556014324,0.042846759064092715,Kidney
960,THYN1_proteomics,-0.27044080778814666,0.004270543806944718,0.042846759064092715,Kidney
446,INHBE_proteomics,-0.27028574540699146,0.004293504661745869,0.04298899385708825,Kidney
1004,TRIM9_proteomics,0.27028522264524424,0.004293582255980057,0.04298899385708825,Kidney
324,FBXO30_proteomics,-0.2751795723623803,0.004305186126871318,0.043019778129258,Kidney
11,ACBD6_proteomics,0.27020486274890654,0.004305525104463978,0.043019778129258,Kidney
131,BDH1_proteomics,-0.27007408376188635,0.004325024592283721,0.04317015287483196,Kidney
563,MYOC_proteomics,-0.31001475913315324,0.004342270282960609,0.04329774541139139,Kidney
771,PTGES2_proteomics,-0.2698796532002387,0.004354160639831767,0.04337173154789302,Kidney
708,PKP2_proteomics,0.26974103596551247,0.004375039876013378,0.04348449911519572,Kidney
883,SLC36A2_proteomics,-0.2812976474498158,0.0043774759927319926,0.04348449911519572,Kidney
1008,TSPAN6_proteomics,0.2697152906443574,0.004378927606219977,0.04348449911519572,Kidney
675,PDLIM2_proteomics,-0.2695765898381949,0.0043999256066851525,0.04355867228754489,Kidney
209,COX8A_proteomics,-0.26957315254714515,0.004400447120960974,0.04355867228754489,Kidney
501,LRRC19_proteomics,-0.2745105014323305,0.0044040848364033675,0.04355867228754489,Kidney
388,GTF2E1_proteomics,-0.26952636831382615,0.00440755083496499,0.04355867228754489,Kidney
523,MBLAC2_proteomics,0.2694900358186858,0.004413074625556465,0.04355867228754489,Kidney
437,IFT52_proteomics,0.2866915132862857,0.00441333486483783,0.04355867228754489,Kidney
1076,YWHAZ_proteomics,0.2693008513391314,0.004441937274245961,0.043796418124729994,Kidney
597,NDUFB3_proteomics,-0.2691694946878222,0.0044620765986325105,0.04395032198977931,Kidney
192,CIB1_proteomics,-0.2689140239830109,0.004501478587521016,0.044234617797839736,Kidney
170,CD109_proteomics,0.2689015521266107,0.00450341009071771,0.044234617797839736,Kidney
206,COX6B1_proteomics,-0.26889375596270504,0.0045046178503675175,0.044234617797839736,Kidney
625,NOSTRIN_proteomics,0.26883555500772593,0.004513643324012025,0.04424105598473081,Kidney
337,FNBP4_proteomics,-0.26883072237007277,0.0045143934678296745,0.04424105598473081,Kidney
334,FKBP1A_proteomics,0.2687853127580025,0.004521447593906496,0.044265473820465,Kidney
159,CBR3_proteomics,-0.2687314211560395,0.004529832123896655,0.044269819285949794,Kidney
550,MSH2_proteomics,0.26872381015262486,0.004531017372804385,0.044269819285949794,Kidney
45,AIF1L_proteomics,-0.26866550154486113,0.0045401068691037355,0.04431400084913928,Kidney
246,DEF6_proteomics,-0.2686013726286775,0.0045501224723730515,0.04436712384619432,Kidney
287,EIF4ENIF1_proteomics,-0.2685139198198667,0.004563812585474285,0.0444169930807789,Kidney
542,MPP2_proteomics,-0.30131303007041443,0.004567687245974182,0.0444169930807789,Kidney
776,PTPN7_proteomics,-0.27470331793837477,0.004568971252795026,0.0444169930807789,Kidney
701,PID1_proteomics,-0.27466173906890146,0.004575363461824563,0.04443461091753945,Kidney
350,GALE_proteomics,0.2683992979587563,0.0045818115179136025,0.04444444500116832,Kidney
472,KIDINS220_proteomics,0.26835890338871665,0.004588169718393207,0.04444444500116832,Kidney
265,DPM1_proteomics,-0.2683465297545783,0.004590118933330309,0.04444444500116832,Kidney
876,SLC25A10_proteomics,-0.26824400205244564,0.004606298561755831,0.0445404571005981,Kidney
1058,WDR6_proteomics,-0.2682255454915758,0.0046092165459699535,0.0445404571005981,Kidney
135,BOP1_proteomics,0.2681216472182441,0.004625673692472096,0.04465501110882017,Kidney
933,SULT1C2_proteomics,-0.26802280611868584,0.0046413784737018545,0.04472540050101019,Kidney
291,ELMO3_proteomics,0.26801773851965965,0.004642184941714828,0.04472540050101019,Kidney
941,TATDN3_proteomics,0.2679283863287028,0.00465642519571093,0.0448180925087177,Kidney
893,SMG8_proteomics,0.2677667253948572,0.004682288587677045,0.04502236261411565,Kidney
293,EMC3_proteomics,-0.26760427305068135,0.0047084076929509635,0.04522868459109926,Kidney
342,FTCD_proteomics,-0.2675090063890979,0.004723785097149015,0.04529248346866861,Kidney
463,IYD_proteomics,-0.26750528908572957,0.004724386030745479,0.04529248346866861,Kidney
832,SCAMP5_proteomics,-0.38582499390574276,0.004729992427739167,0.045301467456984594,Kidney
661,PC_proteomics,-0.26735539902016486,0.004748673944007323,0.04543380346131624,Kidney
552,MT-ND2_proteomics,-0.26732769221578395,0.004753175686789938,0.04543380346131624,Kidney
974,TMEM176A_proteomics,0.27219959596530696,0.004761465332144784,0.04546824473668179,Kidney
262,DPCD_proteomics,0.2671375886119629,0.004784166162158818,0.045640098431922176,Kidney
1034,UNC93B1_proteomics,0.26709030816519963,0.004791901709059562,0.04566898858673465,Kidney
314,FABP3_proteomics,0.26705195184172104,0.004798185378600916,0.04568399857034945,Kidney
984,TNFAIP8L3_proteomics,-0.356383429816966,0.004816381639656122,0.04577244808471795,Kidney
254,DIS3_proteomics,0.2669379140899897,0.004816910894093695,0.04577244808471795,Kidney
976,TMEM177_proteomics,-0.26677402328986755,0.004843936690277072,0.0459038944566132,Kidney
980,TMOD2_proteomics,-0.26677294937790397,0.004844114224869656,0.0459038944566132,Kidney
186,CGREF1_proteomics,0.27295376540599103,0.004844937943060391,0.0459038944566132,Kidney
328,FDXR_proteomics,0.26667553051577586,0.004860243266422792,0.04600398065447213,Kidney
236,DCN_proteomics,-0.2665853435872587,0.004875217645645332,0.04608143597678581,Kidney
916,SRP68_proteomics,-0.2665690602880617,0.0048779256594680504,0.04608143597678581,Kidney
671,PDCL3_proteomics,0.2664920072383483,0.004890758265066649,0.04613660809374489,Kidney
48,AK6_proteomics,0.2664769070350397,0.004893276616003246,0.04613660809374489,Kidney
434,IFT22_proteomics,0.2664149903284416,0.004903614932732516,0.0461891961916222,Kidney
29,ADAMTSL1_proteomics,-0.2907648521943357,0.004926376043741295,0.04635858426418821,Kidney
861,SH3BP1_proteomics,-0.2661300362175485,0.0049514456694529155,0.04654934678782189,Kidney
400,HAUS7_proteomics,0.2709655843006017,0.004962709163224401,0.046599989644201145,Kidney
516,MAP3K7_proteomics,-0.26604121908567996,0.004966438805617809,0.046599989644201145,Kidney
839,SCUBE1_proteomics,-0.32736578487722107,0.005001025548932907,0.04687917862391021,Kidney
894,SMPD1_proteomics,-0.26578382973981285,0.0050101173589312785,0.046903048009272884,Kidney
290,ELMO2_proteomics,-0.2657655015206449,0.005013240649929497,0.046903048009272884,Kidney
754,PPP2R5D_proteomics,0.2656879681299876,0.005026472238155352,0.0469815353127006,Kidney
730,PNCK_proteomics,0.3268897003631407,0.005068535254393928,0.047329094358161586,Kidney
646,P2RX4_proteomics,0.2654042709108927,0.0050751528129808834,0.04734531979955821,Kidney
1017,TUBB2A_proteomics,-0.26532459074479425,0.005088900777445126,0.047394775194614415,Kidney
277,EFNB1_proteomics,0.26531693026977154,0.0050902242581723585,0.047394775194614415,Kidney
172,CD33_proteomics,-0.397672347962286,0.005126328236732903,0.04764920037814249,Kidney
762,PRKCH_proteomics,-0.26998862595377837,0.005127372211377114,0.04764920037814249,Kidney
736,POLR2I_proteomics,0.26497458054312467,0.005149685241580099,0.04775684572216832,Kidney
904,SNX29_proteomics,-0.26496785417218366,0.005150859684478493,0.04775684572216832,Kidney
936,SYNE3_proteomics,-0.28932591002818786,0.0051537226830664015,0.04775684572216832,Kidney
678,PEX11B_proteomics,-0.26484512517362097,0.005172330450752216,0.047883540108013364,Kidney
34,ADGRE5_proteomics,-0.26480472971213265,0.005179414837636181,0.0479034154001394,Kidney
970,TMED5_proteomics,0.26476665432984037,0.0051861002519766565,0.04791956632826431,Kidney
399,HAPLN1_proteomics,0.2645867512410355,0.005217792384366639,0.04816652874702677,Kidney
1015,TTC7B_proteomics,-0.26455635432711144,0.005223164177572416,0.048170284078714425,Kidney
1020,TUBGCP3_proteomics,0.26433375628867833,0.005262652438283908,0.04843524847392362,Kidney
346,GAB2_proteomics,-0.27568026109868893,0.005265046629570346,0.04843524847392362,Kidney
98,ARPC4_proteomics,-0.2642905674654019,0.0052703447403279246,0.04843524847392362,Kidney
272,EEF1A1_proteomics,0.26428204538115246,0.00527186377947468,0.04843524847392362,Kidney
276,EFNA5_proteomics,0.31899756844404936,0.00527934712213105,0.04845811331969295,Kidney
817,RNASE1_proteomics,-0.26536650801722683,0.005291197726025475,0.04848197697171771,Kidney
162,CCDC97_proteomics,0.26416961236765624,0.005291941209343337,0.04848197697171771,Kidney
1050,VRK1_proteomics,-0.2640650974141257,0.005310665734571164,0.04860762165736739,Kidney
435,IFT27_proteomics,0.26883836374377673,0.005327469036629219,0.04870011816372826,Kidney
546,MRPL28_proteomics,-0.2639353521799864,0.005333992495289169,0.04870011816372826,Kidney
559,MYO10_proteomics,-0.2639205653593605,0.0053366567854007925,0.04870011816372826,Kidney
958,THRA_proteomics,0.2638725050703604,0.005345324477377613,0.04870011816372826,Kidney
423,HSD3B7_proteomics,0.2638394554704004,0.005351292257275653,0.04870011816372826,Kidney
449,INTS13_proteomics,0.2638057160162256,0.005357390723137256,0.04870011816372826,Kidney
97,ARPC3_proteomics,-0.26378682117919183,0.005360808700645542,0.04870011816372826,Kidney
17,ACSM2B_proteomics,-0.2637861603147492,0.005360928282710965,0.04870011816372826,Kidney
561,MYO7A_proteomics,0.26361516522652195,0.0053919494185440744,0.048936102206468296,Kidney
663,PCID2_proteomics,0.2635029728291798,0.005412389566032226,0.049023241559439226,Kidney
778,PTPRJ_proteomics,-0.26349930913146735,0.005413058210517,0.049023241559439226,Kidney
424,HSDL2_proteomics,-0.2634733718011458,0.005417794015827728,0.049023241559439226,Kidney
1023,TUSC2_proteomics,-0.2747772931785856,0.005421762336969521,0.049023241559439226,Kidney
221,CTTNBP2_proteomics,-0.2747161405824071,0.005432524158663571,0.04907481320982678,Kidney
1007,TRPV2_proteomics,-0.28592730232949726,0.00546365118114111,0.0492910277919254,Kidney
9,ACAD8_proteomics,-0.26320527886919265,0.0054669606623539944,0.0492910277919254,Kidney
547,MRPL51_proteomics,-0.2631795480458915,0.00547170036403872,0.0492910277919254,Kidney
952,TCEAL2_proteomics,-0.3662374373134046,0.005502878683718295,0.04952590815346466,Kidney
478,KLHL18_proteomics,-0.42575241042294265,0.005515601124624544,0.04956285988911118,Kidney
18,ACSS3_proteomics,-0.2629335364459984,0.005517201471886217,0.04956285988911118,Kidney
929,STX5_proteomics,-0.26284166117112323,0.005534280434314792,0.049600178026878085,Kidney
895,SMTNL2_proteomics,-0.26279371616430935,0.005543211738132497,0.049600178026878085,Kidney
416,HNRNPK_proteomics,-0.26278227488640643,0.005545344939568168,0.049600178026878085,Kidney
415,HNRNPK_proteomics,-0.26278227488640643,0.005545344939568168,0.049600178026878085,Kidney
705,PIP4K2A_proteomics,-0.26277384331018916,0.0055469174561083,0.049600178026878085,Kidney
796,RAP1GAP2_proteomics,-0.2739922296702539,0.0055613706947748864,0.049683626593651886,Kidney
316,FAF2_proteomics,0.26263062018105765,0.005573689717410243,0.04974787271234055,Kidney
