,Difference_In_Median_Brca,P_Value_Brca,Difference_In_Median_Endo,P_Value_Endo,Difference_In_Median,P_Value
IDH2,,,0.7699999999999999,0.004601091914535569,,
IDH3A,-1.0118,4.7603606461329104e-05,0.4116000000000001,0.00677744346882536,-0.12850000000000006,0.036229817601588166
IDH3B,-0.7713,0.002960372647392132,0.4612000000000001,0.006565577033582305,,
IDH3G,-0.4789,0.017230294687684018,0.24185,0.018824170024886736,-0.1711,0.04549879755664391
IDS,-1.01995,0.008564691764943814,,,,
IER3IP1,1.295,0.030965673170020643,,,,
IKBKAP,0.2968,0.03280020934111206,,,,
IL18,-0.48045,0.030719367912784533,,,,
IL1RN,,,1.1079999999999999,0.011995354199854423,,
ILK,,,-0.3725,0.02978778036713905,,
IMMT,-0.38125,0.006686668107446704,,,,
IMP3,-0.30910000000000004,0.04971825794212662,,,,
IMPA1,-0.4447,0.017665713681592792,,,,
IMPDH1,,,,,0.5821000000000001,0.03866473630040716
INIP,,,,,0.6459999999999999,0.04219175245676688
INO80,0.42885,0.03603818075446665,,,,
INPP5A,,,,,-0.3670000000000001,0.025251310232963738
INTS2,0.4122,0.005439467652147438,,,,
INTS7,0.11045000000000002,0.02093319464448756,,,,
IPO8,0.15974999999999995,0.04839076042097791,,,,
IRS2,-0.73735,0.0047174330577614545,,,,
ISCA1,-0.871,0.008265976277916394,,,,
ISOC2,,,,,-0.256,0.04491649918246848
ITGA11,,,-0.3225,0.035240899987608765,,
ITGA5,0.7068000000000001,0.04632298400422672,,,,
IVD,-0.6718500000000001,0.03688107174068251,,,,
JAK1,,,-0.2852,0.00750650457454543,,
JMJD6,-0.7786,0.03604642250422957,,,,
JTB,-0.8461500000000001,0.036066262994772516,,,,
KARS,-0.7582000000000001,0.039412410856053785,,,,
KAZN,,,0.6721999999999999,0.006060665817193426,,
KCTD12,,,-0.446,0.01928985821637491,,
KCTD3,,,-0.2353,0.04962517862091108,,
KDELC2,0.55605,0.048602955871168224,,,,
KDM5C,,,0.2491,0.014896802284575962,,
KHDRBS1,,,,,0.08199999999999999,0.04527767361550916
KHK,-1.08465,0.0393882655071123,,,,
KIAA0556,0.3491,0.014146314938518641,,,,
KIAA0753,0.9026,0.04156350567281145,,,,
KIAA0907,-0.25845,0.03985357056336932,,,,
KIAA1107,,,-0.1853,0.029358873059351857,,
KIAA1147,,,,,-0.42605,0.016448224271225508
KIAA1161,,,,,-0.455,0.007242337402673686
KIAA1210,-1.31745,0.022130204086736827,,,,
KIAA1217,,,0.3959999999999999,0.013318237998477629,,
KIAA1671,,,0.24156999999999998,0.0021160517795226572,,
KIAA1755,-0.62465,0.00823546319954213,,,,
KIF12,,,-0.845,0.008183527843344824,,
KIF21A,-0.57985,0.037698013326148055,,,,
KIF26B,0.45565,0.033295991250477754,,,,
KITLG,-1.3707,0.02962987306371963,,,,
KLC2,-0.8404499999999999,0.0041949167211143435,,,,
KLC4,0.3807,0.02035004443771674,,,,
KLHDC10,,,0.4291,0.014023434993432516,,
KLHDC4,,,-0.34,0.037121249512737736,,
KLHL22,,,-0.2966,0.020957163853773074,,
KRAS,,,,,0.11125000000000003,0.03900906523352095
KRT14,0.72305,0.022368294898506915,,,,
KRT15,0.8351,0.029169687930466887,1.1386,0.01977683165334664,,
KRT16,,,1.0975,0.04212838110360896,,
KRT17,0.7961,0.014728109288005187,,,,
KRT4,,,1.2755999999999998,0.015778193904305578,,
KRT7,,,1.2520000000000002,0.04917286938397975,,
KRT75,2.90475,0.0015122229297106324,,,,
KRT81,-1.8534000000000008,0.01868846837003248,,,,
L2HGDH,-0.8599,0.009319109604959344,,,,
LACC1,,,-0.275805,0.027099469586912086,,
LACTB2,-0.6709499999999999,0.01741256518839819,,,,
LAGE3,0.7484999999999999,0.01037495114502895,,,,
LAMA1,0.6953499999999999,0.02486512536740981,-0.7656499999999999,0.011819519379746995,,
LAMA2,,,-0.6265000000000001,0.04774666869296215,,
LAMB1,,,-0.4285,0.03610737592401387,,
LAMB3,0.71525,0.03057191505789743,,,,
LAMC1,,,-0.4685,0.007171756631782752,,
LAMC2,1.8163,0.007718140344159224,,,,
LAMC3,,,-0.4135,0.03739701090451452,,
LARP4B,-0.4849000000000001,0.014507775825749712,,,,
LARP6,-1.3658,0.01205216779527698,,,,
LARS2,-0.74555,0.002619065938186857,,,,
LCMT2,,,0.45,0.013248593421739641,,
LDHB,-1.93205,0.01472250327867459,,,,
LETMD1,-0.8220999999999999,0.025274171306168616,,,,
LGALS3,,,,,0.32365,0.0397903440289188
LGALS8,0.9103,0.0068477116513016075,,,,
LIMA1,1.40765,0.022389685858368445,,,,
LIMS1,,,-0.3310000000000001,0.018370106644477063,,
LITAF,,,0.7505,0.04668918101849937,,
LLGL2,-0.6994500000000001,0.009676407465539057,,,,
LNX1,-0.8101,0.048886911241126034,,,,
LONP1,-1.3246,0.00027485171315106804,,,,
LPIN1,-0.9407,0.030363233030631886,,,,
LPL,-0.6677,0.043455485780732515,,,,
LRRC1,,,,,-0.26,0.003932134003782699
LRRC14,,,,,-0.7637,0.02221299048321752
LRRC57,-0.4722500000000001,0.018649889335267518,,,,
LRRC8A,,,,,-0.3296,0.004375240140352341
LRRN3,-1.2503,0.0067803715333594975,,,,
LRSAM1,0.64455,0.005679062413373736,-0.091,0.04467367214016855,0.1957,0.02174681739776469
LSM12,-0.17884999999999998,0.04596646675165395,,,,
LSR,-0.7836499999999998,0.016863831104509782,,,,
LSS,,,,,0.4270000000000001,0.009287788226466644
LTV1,-0.50035,0.044371838698208925,,,,
LXN,,,-0.3342,0.02772486790340232,,
LY75-CD302,,,,,-0.23175,0.0431760123633312
LY86,-1.0094,0.04546239483014819,,,,
LYAR,-0.90485,0.013489799581741376,,,,
LYPLA2,,,0.15600000000000006,0.03819067329144611,,
LYRM2,,,0.3363,0.006127800840403571,,
LYRM4,-0.4349,0.038856922620358884,,,,
LYRM7,,,0.33235,0.012360866035031287,,
LYRM9,,,0.52785,0.001181044068202299,,
LYST,0.6759,0.02995785704217657,,,,
MACROD1,-0.9984,0.0005692181019632241,,,,
MAEA,0.37515,0.030583672120256717,,,,
MAFF,-0.61745,0.025349006257307374,,,,
MAGED4,,,-0.2895000000000001,0.03156472403425138,,
MAK,-0.96455,0.04044045970292773,,,,
MALSU1,-0.3317,0.033388814128291644,,,,
MAML2,,,0.3599,0.02211156947212554,,
MAOA,,,,,-0.24650000000000005,0.04217657013859552
MAP4,-2.03535,0.0012559726582518204,,,,
MAP4K5,,,-0.26080000000000003,0.0044516074869567785,,
MAP7D2,-1.081,0.004227901216276132,,,,
MAPKAPK2,,,-0.18499999999999994,0.014787563224237613,,
MAPKAPK5,0.3274,0.030406139197716512,,,,
MAPRE2,-0.7826000000000001,0.017487119934393468,-0.4124999999999999,0.04108483130679245,,
MARCH6,1.03155,0.02238826457146486,,,,
MARK1,,,-0.4841000000000001,0.031050903601406356,,
MARS2,-0.9333,0.001967050717098321,,,,
MAST2,,,-0.133,0.048051969476974585,,
MBLAC2,-0.527,0.019049154167828614,,,,
MCAT,-0.6253500000000001,0.01114440812015147,0.2291,0.002375384381506537,,
MCCC1,-0.8586,0.013947602027256506,,,,
MCF2L,,,,,-0.77825,0.011905723345852694
MCUR1,-0.29799999999999993,0.0303359112911622,,,,
MDH2,-1.12695,0.0072770937598694374,0.3541,0.018780816913186008,,
ME2,-1.1187,0.0018522364556668696,,,,
MECR,,,0.4035,0.003439207831245457,,
MED22,,,0.1577,0.03517372880608348,,
MED9,-0.27535,0.01624191167339139,,,,
MEF2D,,,-0.2105,0.0461870218623771,,
MELTF,,,-0.6209999999999999,0.0027227041853870267,,
METAP1D,-0.5098,0.04700017733595298,,,,
METAP2,,,,,0.2324,0.03520898956609703
METTL15,-0.38605,0.029504636030317367,,,,
METTL3,,,,,0.24140000000000006,0.03346421682940258
METTL8,-0.4407,0.004792304404361617,,,,
MEX3D,0.26065000000000005,0.031496847937563334,,,,
MFAP2,0.9611,0.018130038414338242,,,,
MFHAS1,,,-0.20425,0.0393630840092752,,
MFN2,-0.4351,0.01039158712550732,,,,
MGAT2,,,,,-0.2505,0.04040502506592071
MGME1,,,0.2605000000000001,0.004043135083080544,,
MIB1,,,,,-0.4455,0.03428459190121371
MID2,,,-0.3391,0.02686703206125249,,
MIEF1,-1.06215,0.01549293315054314,,,,
MIF,,,0.4225,0.007028496091956178,,
MITF,,,-0.402,0.02565274946433321,,
MLKL,-0.4493,0.034412130097560875,,,,
MLST8,,,,,-0.1221,0.025758405796120067
MMAA,-0.465,0.01356075699547664,,,,
MMP3,,,-0.5902,0.03509148998838495,,
MOB2,,,-0.264,0.02359964649478598,,
MPHOSPH10,-0.4743000000000001,0.033678742430056745,,,,
MPHOSPH8,,,-0.1416,0.00302304962245617,,
MPP1,-0.5850500000000001,0.02834653312175906,,,,
MPST,-0.6348,0.017379182709653558,,,,
MPV17,,,,,-0.3094,0.04428438538264177
MRC2,1.14675,0.04998338760823181,-0.492,0.019303103377076213,,
MRGBP,-0.62155,0.02760955798953978,,,,
MRM1,-0.539,0.029473905344265437,,,,
MRM2,-0.49665,0.017756276612050002,,,,
MRM3,-0.86465,0.005147483279784484,,,,
MRPL1,-0.8068,0.0014839143628205154,0.4689,0.016136268796805856,,
MRPL10,-0.6607,0.0090329884515269,0.2864,0.028447459013592687,,
MRPL11,-0.5163,0.007481743825678409,,,,
MRPL12,-1.1011,0.0007423124306295322,,,,
MRPL13,-0.73475,0.0006914757776887716,,,,
MRPL14,-0.4058,0.0420806083018619,,,,
MRPL15,-0.64165,0.013214126309068751,,,,
MRPL16,-0.61235,0.0024781916674999765,,,,
MRPL17,-0.9626,0.0004812592359631958,0.1865164,0.01915773163276434,,
MRPL18,-0.7389,0.0017003162518891002,0.3861,0.006510382783065654,,
MRPL19,-0.7507999999999999,0.0018933027414829,0.19412,0.04630645487037803,,
MRPL2,-0.4149,0.010227970164188829,0.2785,0.0326912158827391,,
MRPL20,-0.6762,0.0013961041898402648,,,,
MRPL22,-0.6534500000000001,0.0005317342450744979,,,,
MRPL24,-0.5566,0.0016737479825816649,0.19250000000000006,0.024668481021132976,,
MRPL27,-0.3366,0.01915845253897796,,,,
MRPL28,-0.6609,0.017770826449119623,,,,
MRPL3,-0.4872,0.008321609399858513,,,,
MRPL30,-0.4406,0.0021678774232547714,,,,
MRPL32,-0.41155,0.0004631692515753409,,,,
MRPL34,-0.8703,0.0006026650052052704,,,,
MRPL35,-1.3582500000000002,0.01192735376269513,,,,
MRPL37,-0.5185,0.0053461041531753005,,,,
MRPL38,-0.4818000000000001,0.002697042367996021,,,,
MRPL39,-0.47155,0.002909320904773768,,,,
MRPL40,-0.5079,0.0023095129594992124,,,,
MRPL41,-0.3658,0.006631797670079658,,,,
MRPL42,-0.66405,0.02667640852405971,,,,
MRPL43,-0.39075,0.012579524075410685,,,,
MRPL44,-0.6743,0.004215930195983127,,,,
MRPL45,-0.72315,0.0009130570232807947,,,,
MRPL46,-0.55365,0.0013448582164165346,,,,
MRPL47,-0.4175,0.01794552491398579,,,,
MRPL48,-0.64825,0.01840727517209633,0.3165,0.007019225897016275,,
MRPL49,-0.4151,0.03872957471145005,,,,
MRPL51,-0.4165,0.04657252216654623,,,,
MRPL52,-0.49365,0.009429055942294434,,,,
MRPL53,-0.40135,0.0016051398093998922,,,,
MRPL54,-0.5882000000000001,0.004067775432163686,,,,
MRPL58,-0.6381000000000001,0.019174325496244468,,,,
MRPL9,-0.73775,0.002233145531298837,,,,
MRPS10,-0.7462,0.040604101751597454,0.3078,0.03929693822194436,,
MRPS11,,,0.3567,0.006711217057755636,,
MRPS12,-0.7859999999999999,0.037613754629691236,0.3193,0.008011143679960173,,
MRPS15,-0.5758,0.014646849784845444,0.3161,0.01701267640879916,,
MRPS16,-0.7834,0.01823246365100075,0.39378,0.012729778734654106,,
MRPS17,,,0.3789,0.006014637052587423,,
MRPS18A,-0.59805,0.006935775654496972,,,,
MRPS18B,-0.6473000000000001,0.025389357333706813,0.3012,0.04698184474923015,,
MRPS2,-0.56515,0.04440601983242843,0.203,0.01812156228717884,,
MRPS21,,,0.2175,0.02025900187512176,,
MRPS22,-0.825,0.0059563497717947155,,,,
MRPS23,-0.8403,0.025096547258854542,,,,
MRPS25,-0.87985,0.0030376861357098704,,,,
MRPS26,-0.6479,0.00531753902018176,0.3008,0.009685540323500923,,
MRPS28,-0.7557500000000001,0.002141902950391911,,,,
MRPS31,-0.66585,0.01869922127421012,0.2828,0.004816025015198804,,
MRPS33,,,0.2905,0.01044305860836333,,
MRPS34,,,0.3425,0.006376414236570972,,
MRPS35,-0.62455,0.022719306209164517,0.3415,0.006581758912220786,,
MRPS36,-0.5812999999999999,0.02971452809910515,,,,
MRPS5,-0.5436,0.02153558677295001,0.1395,0.033180546951963215,,
MRPS6,-1.0763,0.0001877187130670321,,,,
MRPS7,-0.72595,0.0010041223882945774,,,,
MRPS9,-0.7591,0.012393355587043806,0.2232,0.045738013247471794,,
MRRF,,,0.4682000000000001,0.015768762392579582,,
MRVI1,,,-0.418,0.026463718478042974,,
MSI1,,,0.5760000000000001,0.04405767295256943,,
MST1,,,-0.4340000000000001,0.04779009476869514,,
MSTO1,,,-0.17565,0.015474143420416588,,
MSX2,1.4407,0.014110149997486969,,,,
MTA2,,,,,0.1985,0.02306572457397666
MTA3,0.7010000000000001,0.03497291397358186,,,,
MTERF3,-1.0715,0.006000851174128785,,,,
MTFMT,,,,,-0.27990000000000004,0.02613019027142486
MTFR1L,,,0.2619,0.022125470170353958,,
MTIF2,-0.38095,0.0015105541601924378,,,,
MTMR10,,,-0.324,0.007900313808492876,,
MTMR9,,,-0.1054,0.017498348256276018,,
MTRF1,,,0.3819,0.02087767053188664,,
MTRF1L,-1.08785,0.03608455623730147,,,,
MTRR,0.2701,0.01640720022375314,,,,
MTUS1,1.2567,0.02656608086928675,,,,
MTX2,,,0.2175,0.01771848385748561,,
MTX3,,,0.0329,0.026304368500147144,,
MUC5AC,2.0904000000000003,0.04862588695994848,,,,
MYCBP2,,,,,-0.2204,0.011601695286345286
MYDGF,-0.733,0.037585143103992684,,,,
MYH10,,,-0.4099,0.026805086872463416,,
MYH14,,,0.18049999999999994,0.03962026791861867,,
MYL4,-0.59605,0.017592613577256597,,,,
MYO15A,0.895,0.04203949978039871,,,,
MYO19,,,0.4009,0.02884790438867808,,
MYO5B,,,0.3255,0.02260184912036772,,
N4BP2L1,-0.6676,0.008834445894993711,,,,
NAAA,-0.43945,0.0185817847088125,,,,
NAB1,-0.4783500000000001,0.04859971441847327,,,,
NAPB,-0.5635500000000002,0.027544958592811343,,,,
NAPG,-0.53055,0.045877614511276935,,,,
NARF,-1.0681,0.03768511533928032,,,,
NARS2,-0.51055,0.03606801298069517,,,,
NAT1,2.3277,0.026152654283837225,,,,
NAT14,1.08365,0.024552987151982203,,,,
NBAS,0.66925,0.04132258705974639,,,,
NCBP2-AS2,,,0.3300000000000001,0.016598679935877686,,
NCCRP1,,,1.509,0.010136089796232643,,
NDRG2,-0.6025499999999999,0.04831659351213916,,,,
NDUFA4,-0.4777,0.03724748202400582,,,,
NDUFA6,-0.05095,0.026661990220397336,,,,
NDUFA7,-0.39235,0.04293307933881812,,,,
NDUFAB1,,,0.1084,0.04490385718211327,,
NDUFAF1,-0.8933,0.001974129190056906,,,0.31405,0.028727687269400462
NDUFAF2,-0.35340000000000005,0.00787501307980793,,,,
NDUFAF7,-0.6516500000000001,0.03678037972098006,,,,
NDUFAF8,-0.4129,0.012817023048632768,0.2115,0.03467246945713394,,
NDUFC1,-0.248,0.047423552186960864,,,,
NDUFC2,-0.5475,0.04096864191766599,,,,
NDUFS1,-0.4059,0.0201630455596724,,,,
NDUFV3,-0.5119,0.04666793719580741,,,,
NECAP2,,,,,0.1187,0.02554259647758127
NECTIN1,0.8449,0.03206895249915165,,,,
NEK4,,,-0.4021,0.03477592695859903,,
NEO1,,,-0.30700000000000005,0.04317845280947852,,
NFIA,0.91705,0.0332595724461923,,,,
NFIX,-0.96745,0.03584160048478874,,,,
NFU1,-0.60925,0.009436146973164522,,,,
NGRN,-0.9673,0.004553068013797522,,,,
NID1,,,-0.3925,0.0321443181722895,,
NIF3L1,-0.27815,0.04443724398968528,,,,
NIP7,-0.80765,0.026611128232599212,,,,
NIPSNAP1,,,0.1615,0.010599142103528313,,
NKRF,,,,,-0.32085,0.03430620310058008
NOA1,-0.8625,0.0051909048913390465,,,,
NOB1,-0.8607499999999999,0.026850676787542292,,,,
NOC3L,,,,,0.14500000000000002,0.041790734214976186
NOCT,-0.7609000000000001,0.031455843199248795,,,,
NOL6,,,,,-0.1856,0.032009687505056166
NOL7,-0.57155,0.012051121427777471,,,,
NOLC1,,,,,0.3990000000000001,0.011433860218144095
NOP2,-0.6142499999999999,0.040478061446293435,,,,
NOTCH2,,,-0.27699999999999997,0.014132106313369034,,
NOXA1,1.2908,0.03810671080177401,,,,
NRDE2,0.5709,0.02958736217681488,,,,
NRIP1,-1.0383,0.03024464437322567,,,,
NRK,0.88825,0.044262048297828614,,,,
NSMCE2,,,0.2536,0.019662059133423556,,
NSUN4,-0.5756,0.01020365095155972,,,,
NT5C3A,,,,,-0.1838,0.0187023866492132
NT5C3B,,,,,-0.4376,0.048654842263010464
NT5DC3,-0.79315,0.006487285093063047,,,,
NTN4,2.70755,0.014034958490848922,,,,
NUBP1,,,0.16199999999999995,0.03831481028690482,0.2172,0.04130105771768838
NUCB1,,,0.261,0.01988664141388359,,
NUDT19,-0.76885,0.033299676526705874,,,,
NUDT5,-0.7017,0.016715051815846222,,,,
NUDT8,-1.0856,0.028288045040343227,,,,
NUMBL,,,-0.3325,0.007008369871407293,,
NUP107,,,,,-0.1551,0.03770612307615495
OCIAD1,-0.18620000000000006,0.007140834914989945,,,,
OCIAD2,,,0.12650000000000006,0.04905713969770844,,
ODF2,0.5462999999999999,0.023526101271509097,,,,
OGDH,-0.53595,0.03468358877616053,,,,
OLFML2A,,,-0.4330000000000001,0.03809819034675397,,
OSBPL3,-0.74035,0.04762978601862061,,,,
OSGEPL1,-0.6602,0.011494122117401286,,,,
OTUD5,-0.5952500000000001,0.009977541110318523,,,,
OXNAD1,-0.6424,0.00591822175733729,0.3405,0.014304706699415278,,
OXSM,-0.9021,7.149190232065306e-05,,,-0.2024,0.004574553167806107
P3H1,1.0759999999999998,0.04349566793603661,,,,
PABPC1,,,-0.129005,0.038963019934574426,,
PABPC1L,,,-0.7996500000000001,0.007507987398034023,,
PADI2,,,1.044,0.012863589703302623,,
PAFAH2,1.0464,0.003968942474343671,,,,
PAPD5,-0.4749000000000001,0.04265916462254999,,,,
PARN,,,0.1193,0.013630088584309329,,
PARP12,,,-0.1538,0.03842288765946573,,
PARS2,-0.7161,0.00195361670440398,0.272,0.013356010385334969,,
PARVB,-0.7498,0.019315249531538674,-0.29849999999999993,0.0438797141771798,,
PATJ,-0.412,0.03954213268355145,,,,
PC,-0.7418,0.009276729063779932,,,,
PCBP2,,,,,0.20210000000000006,0.03736173476162191
PCCA,,,0.34700000000000003,0.01719373334207126,,
PCK2,-1.0505,0.003063010884181848,,,,
PCMT1,-0.68,0.003322218927648801,,,,
PCNT,,,-0.17160000000000006,0.009251581070583109,,
PCSK1,-1.31635,0.04441700392131949,-0.45795,,,
PCYT2,-0.87235,0.030000457372657108,,,,
PDCD2L,-0.53495,0.030839625093535925,,,,
PDCD4,0.7141,0.02802347122197766,,,,
PDE2A,,,-0.339,0.022399928352302718,,
PDF,-0.6663,0.021492529442206296,,,,
PDGFC,,,0.3085,0.014453026522573294,,
PDGFRA,,,-0.3260000000000001,0.04453005212290317,,
PDGFRL,,,-0.4545,0.04921191073108749,,
PDHA1,-0.4532,0.03988753105281915,0.214455,0.02441810194726501,,
PDHB,-0.23685,0.03126725317538727,0.13402,0.03862190591702984,,
PDHX,-0.8229500000000001,0.001343417742482959,,,,
PDIA3,-0.514,0.024882386256429044,,,,
PDPR,-0.7515000000000001,0.016310260839416422,,,,
PDXP,-0.2868,0.02995991998845039,,,,
PELO,,,-0.198,0.02379308703855236,,
PER1,1.3409,0.04738077812920319,,,,
PET117,-0.9847,0.02988326984407445,0.374,0.009157439955958585,,
PEX19,0.7667999999999999,0.0013017958982434942,,,,
PFN2,-1.3366,0.024025299691910588,,,,
PGAM5,-0.9604,0.000886690008858098,0.1905,0.010956827850701208,,
PGM2L1,0.9746,0.029517429094906913,,,,
PGRMC1,,,,,-0.3711,0.02231357283444249
PGS1,-0.3599,0.02937424658197109,,,,
PHB,-0.4627,0.007053737383517092,0.21689000000000005,0.042719798532171394,,
PHF14,,,0.1031,0.03329103801314323,,
PHF21B,-1.03955,0.02494402475093458,,,,
PHF5A,,,,,0.204,0.005672808606432661
PHGDH,,,0.5912,0.022691559312852518,,
PHYH,-1.0009,0.02182045642278889,,,,
PHYHD1,,,-0.392,0.011959623916912444,,
PIAS2,,,0.2702,0.02095694483999441,,
PIGR,2.1049,0.00929235352462563,,,,
PIK3C3,,,-0.12520000000000006,0.01228664023513881,,
PIK3CA,,,-0.2945,0.0035316557102693367,,
PIKFYVE,,,-0.1545,0.030781726235262,,
PIR,,,0.2824,0.00804039942504748,,
PITPNA,-0.1999,0.040792913651959466,,,,
PITRM1,-0.8317000000000001,0.013107600806549337,,,,
PKIG,,,-0.486,0.03781490521267294,,
PLAC9,,,,,0.5707,0.028970523579135026
PLCL1,-0.5532,0.03945192661271061,,,,
PLCL2,,,-0.4692,0.011184450228280685,,
PLD3,-0.5413,0.03839152311832399,,,,
PLEKHG4,-1.5818,0.02482949876260088,,,,
PLEKHJ1,,,,,0.30255,0.042238591898800616
PLEKHM2,,,-0.1336,0.037699603890443724,,
PMPCB,-0.43535,0.014402013648838648,,,,
PNKD,-1.15885,0.02725417269916642,,,,
PNMA1,-1.2193,0.008959458988444875,,,,
PNMA2,-1.0829,0.012031909798163288,,,,
PNO1,-0.42785,0.02052683388530617,,,,
PNPT1,-0.7491500000000001,0.00045217437678328096,,,,
POLB,-0.5578500000000001,0.04704514653248674,,,,
POLDIP3,,,0.2097,0.02065157790054533,,
POLE3,,,,,0.2796,0.005633802536082675
POLL,-0.5474000000000001,0.029663276557537307,,,,
POLR2J,-0.8451500000000001,0.017165179527094752,,,,
POLR3H,-0.43055,0.011798362392152088,,,,
POLRMT,-0.5347999999999999,0.012100646164668941,,,,
PPA1,-0.59075,0.03201677992860664,,,,
PPAT,-0.6373500000000001,0.004183713117786713,,,,
PPDPF,-1.00515,0.005047055092366103,-0.57915,0.04048389341210416,,
PPIF,-0.9128,0.018785918934309292,,,,
PPIL2,,,,,0.14400000000000002,0.030842974515063955
PPP1R13L,0.6244,0.013199882182411094,,,,
PPP1R21,,,-0.2637,0.0025465713015544057,,
PPP1R3D,-1.2002000000000002,0.03302728269233768,,,,
PPP1R9B,,,-0.2112,0.04493766076186943,,
PPP2R2D,,,-0.2056,0.0032226305398533306,,
PPP3CB,,,-0.21520000000000009,0.04268227555176463,,
PPP3R1,,,-0.161,0.024198963896560118,,
PPT2,-0.63465,0.001095081168543932,,,,
PQBP1,-0.37135,0.012551871459963787,,,,
PRAMEF17,3.7674,0.036230983559067925,,,,
PRDX3,,,0.3286,0.019762807684124924,,
PRDX5,-0.7261,0.043662154767940116,,,,
PREX1,-0.8119,0.03541460530306672,,,,
PRKAR1B,-1.10955,0.021731908534069918,,,-1.012,0.0032317037423039755
PRNP,,,-0.5269999999999999,0.02742456305718694,,
PROCR,,,-0.3045,0.04803845131692297,,
PRRC2B,0.1868,0.010742943206602587,,,,
PRRX1,0.5218500000000001,0.018523179818993218,,,,
PRSS8,1.0316,0.0422404396842626,,,-0.536,0.016064970085858082
PRUNE1,,,-0.3822,0.041435689736776284,,
PSD,2.0233,0.029726425048610918,,,,
PSD2,3.0286,0.006587114258430619,,,,
PSMB6,,,0.26899999999999996,0.04195970124151197,,
PSMD12,-0.3561,0.030460458303548286,,,,
PSMD5,0.8855500000000001,0.03011975188361335,,,,
PSMD9,-0.46365,0.007464315732092374,,,,
PSPC1,-0.2872,0.047459449958018735,,,,
PSTPIP2,,,,,0.43799999999999994,0.04364119643822018
PTCD2,,,0.5349999999999999,0.028994643726230156,,
PTCD3,-0.45455,0.02682023724200322,0.099,0.04634660201134659,,
PTGES2,,,0.08024999999999999,0.04031329173872855,,
PTGR2,,,0.17399999999999996,0.0477735383564398,,
PTK7,1.1951,0.002424431770538197,,,,
PTP4A1,-0.8559,0.007199115119186111,,,,
PTPMT1,-0.7464500000000001,0.001953838160679793,,,,
PTPN12,,,,,-0.2077,0.049056937183710125
PTPN14,,,-0.22750000000000006,0.02367159164131887,,
PTPN23,,,-0.16699999999999998,0.03134703231562383,,
PTPN3,,,0.24999999999999994,0.01724389395240769,,
PUS1,-0.6665,8.538979696467201e-05,,,,
PUS10,-0.47885,0.04820166424074588,,,,
PYCR1,-0.76535,0.004445464818022697,,,,
PYGO2,0.5382,0.01557476341162948,,,,
QSOX2,,,,,-0.2465,0.002547709823312805
R3HCC1L,0.6528999999999999,0.0219159834786625,,,,
RAB20,0.98095,0.03936268624231827,,,,
RAB30,1.1201,0.013177657677561155,,,,
RAB3GAP2,0.3545,0.04839818066929739,,,,
RAB3IP,-0.7758999999999999,0.015210126353855768,,,,
RAB9A,,,,,-0.2345,0.04487396038081662
RABEPK,0.4783,0.047212400291043205,,,,
RABGGTB,,,,,0.2245,0.04137572189284395
RAD21,,,,,-0.1468,0.04412027805941022
RALGPS2,,,-0.58899,0.005383868554639134,,
RAN,-0.318,0.022937169377932536,,,,
RAP1A,,,,,-0.13949999999999996,0.04022512436281455
RAP2C,0.54725,0.035282051633536926,,,,
RAPGEF1,,,-0.1628,0.02321531157404088,,
RASA3,,,-0.185,0.021853969485989503,,
RASAL1,,,,,0.8785,0.0010773602094595485
RASSF7,-0.90155,0.02003371336818744,,,,
RBBP4,,,,,0.1782,0.024562943594335654
RBCK1,,,,,0.2291,0.0050973968209646866
RBM19,-0.34535000000000005,0.02063532051207495,,,,
RBM22,,,,,0.28200000000000003,0.04887137772321271
RBM8A,,,0.2475,0.032693412559243136,,
RBP7,-1.2996,0.02756099511577656,,,,
RBSN,,,-0.0995,0.02894777017915093,,
RCC2,,,0.2896,0.025397955919566808,,
RDH12,1.3321,0.005900273823846121,,,,
RDH13,,,0.14065,0.02956980350180325,,
RDH14,,,,,-0.1177,0.034021814822641126
RECK,,,-0.2725,0.046421421766585286,,
REEP6,0.8052,0.04698818807343779,,,,
RELL1,-0.68095,0.028388117677490724,,,,
RFT1,1.1740000000000002,0.01159427675545738,,,,
RFTN1,,,-0.5435000000000001,0.01631411434127419,,
RGN,-1.6357999999999997,0.006386119636971014,,,,
RIC8A,,,-0.2394,0.010713959565819144,,
RIC8B,-0.3305,0.011677302918671358,,,,
RIDA,,,0.4695,0.005077919072029407,,
RINT1,0.7056999999999999,0.008471436766975997,,,,
RIPK1,,,-0.16029000000000002,0.0010353100040515915,,
RIPK3,,,0.7153999999999999,0.008081252231090758,,
RIT1,,,-0.17550000000000004,0.033106782054558984,,
RMDN1,,,0.30400000000000005,0.048003566401500775,,
RNF10,-0.53905,0.031837569344775024,,,,
RNF113A,,,0.12022000000000001,0.004626533231831003,,
RNF114,,,,,0.268,0.027025711415538927
RNF13,,,-0.2996,0.02600233757841069,,
RNF185,0.77525,0.04500311943010148,,,,
RNF220,,,,,-0.53465,0.017696239529118026
RPF1,-0.5895,0.03152310658295136,,,,
RPL13,,,,,0.2345,0.04714007247017183
RPL13A,,,,,0.2045,0.04159546336666455
RPL29,-1.00665,0.005444620602465174,,,,
RPP14,-0.89585,0.015084491545535938,,,,
RPRD1A,-0.34455,0.04578141167342235,,,,
RPS18,-0.1942,0.020539747816863685,,,,
