,Difference_In_Median_Brca,P_Value_Brca,Difference_In_Median_Endo,P_Value_Endo,Difference_In_Median,P_Value
ABI2,0.2123,0.26051168466203545,-0.034999999999999976,0.8287519818014569,-0.06949999999999998,0.41869980129809725
ABI3,0.5181,0.2147946330402693,-0.031,0.8674396694180887,-0.05519999999999999,0.3787511885033803
ABI3BP,-1.1017000000000001,0.09989145759069742,0.08900000000000002,0.5695573270071599,-0.16599999999999981,0.70711379107706
ABL1,-0.3258,0.0016416131744491555,0.07600000000000001,0.062498133336254355,0.017999999999999988,0.8678409019067433
ABLIM1,-0.53,0.23293303307068441,0.06599999999999999,0.7154894556263107,-0.20070000000000002,0.02186336871950435
ABLIM2,0.13369999999999999,0.0872949713047427,0.035999999999999976,0.6203644561280426,0.12650000000000003,0.71669782384078
ABLIM3,-0.37175,0.13598805155463542,-0.11200000000000002,0.48619206210414856,,
ABR,0.0021999999999999936,0.921398422136299,-0.0247,0.9013737870729941,-0.08679999999999999,0.6934502942663467
ABRACL,1.0522999999999998,0.16941380784015048,-0.316,0.2537277751151078,0.07600000000000001,0.7150660198166454
ABT1,-0.1068,0.31529289648452347,-0.10800000000000001,0.3731976961823933,0.21615,0.5790345941637713
ABTB1,-0.22160000000000002,0.5915147903555129,,,,
ABTB2,0.07230000000000003,0.7872768316241934,-0.18649999999999997,0.5499342928696486,,
ACAA1,-0.13040000000000002,0.6921842174158297,-0.15399999999999997,0.06398338156487533,0.03710000000000001,0.44262304859033663
ACAA2,0.6932,0.22132232774727223,-0.05099999999999999,0.6985966635046483,0.13000000000000003,0.3050536530170199
ACACA,0.0126,0.5809968868990767,-0.08700000000000002,0.289733118542336,0.018800000000000004,0.8109281900780204
ACACB,0.59835,0.11648090547978948,0.08529999999999999,0.51073735588695,,
ACAD10,0.2256,0.18698035986739694,-0.09300000000000003,0.9057796162842924,0.2022,0.1291746036135162
ACAD11,-0.6181000000000001,0.703473795485967,-0.03999999999999998,0.2706847067689638,,
ACAD8,0.32439999999999997,0.7453983934191935,-0.0869,0.9016676798557259,0.22249999999999998,0.8086031219495794
ACAD9,0.3163,0.22243914952619834,-0.13124,0.08644252569612346,0.0624,0.1476476238941347
ACADL,-0.3682000000000001,0.9772249914092804,-0.5,0.16955842197334378,,
ACADM,0.1309,0.30721596085303376,0.017999999999999988,0.4077837492519355,0.12899999999999995,0.13703450690432878
ACADS,0.31110000000000004,0.1891226637837372,-0.0915,0.5263332068822012,-0.20500000000000002,0.4964337101115629
ACADSB,0.6035999999999999,0.15629822399083268,-0.06409999999999999,0.45269289009039404,-0.021999999999999992,0.6005002096923655
ACADVL,0.21810000000000002,0.3264340269401109,-0.007800000000000001,0.9948811220756606,0.03899999999999998,0.30731427311573156
ACAN,0.4061,0.414484186562986,,,-0.10099999999999999,0.692588558689031
ACAP1,-0.35119999999999996,0.9656021760801057,0.13345,0.3662093328218118,-0.04890000000000001,0.15538267779576162
ACAP2,-0.30369999999999997,0.004205184263641369,0.03799999999999998,0.5916909831680988,-0.0471,0.10003336752150788
ACAP3,-0.5024000000000001,0.06229703257051912,0.12250000000000003,0.9322970406011732,,
ACAT1,0.4405,0.08356031039439163,-0.1564,0.5614396187248087,0.05399999999999999,0.9346212916236589
ACAT2,0.0926,0.3344528736774005,-0.1285,0.9249550234620169,-0.0546,0.4794341383439259
ACBD3,0.1513,0.5735394006603624,0.028999999999999998,0.7799862174498885,-0.10919999999999999,0.9108427962086854
ACBD5,0.43090000000000006,0.28461299718086736,-0.08999999999999997,0.943910181894059,-0.029000000000000012,0.8665359677041022
ACBD6,0.20170000000000005,0.6586194109505163,-0.035,0.7825669958538781,-0.02645,0.7752205000064836
ACBD7,1.0131,0.090864615500363,-0.235,0.3364070581302284,,
ACCS,-0.3527,0.35153360445337356,,,,
ACD,0.1202,0.32627524986275,-0.039999999999999994,0.7943580842039069,,
ACE,0.19169999999999998,0.1410841486575246,0.1721,0.18363218888299915,0.03249999999999997,0.5608894069551746
ACE2,2.39485,0.24545908061051647,,,0.88205,0.009051002184442346
ACIN1,0.024,0.5621257647462403,-0.0498,0.21308771727231474,-0.064,0.889949625022708
ACLY,0.1936,0.7108922839116807,0.09200000000000001,0.8562561326016932,-0.07899999999999999,0.49390161214439743
ACO1,-0.11160000000000003,0.545924341674225,0.0010000000000000286,0.9227169527436433,-0.03450000000000001,0.4775539231933392
ACO2,0.5339,0.007147401389934253,-0.309,0.03548338650972893,-0.099,0.992697094764736
ACOT1,0.3792,0.2530447210820373,0.05699999999999997,0.3839785343921347,0.10499999999999998,0.16344728515831744
ACOT11,0.4663,0.05517449237384006,0.30398,0.2379753383869967,0.22769999999999999,0.23160162023719116
ACOT13,0.3066,0.01755624889184095,-0.012999999999999984,0.04165726263028594,0.508,0.023282652601160764
ACOT2,-0.23159999999999997,0.7939055968920041,0.07509,0.9988594053326983,,
ACOT4,-0.7432,0.6082725255945394,-0.17967500000000003,0.1850970039375348,,
ACOT7,0.8009000000000002,0.03710541551956766,-0.10880000000000001,0.8779278062753835,-0.1378,0.27502432553287764
ACOT8,-0.5029,0.3657441140387939,-0.152,0.10134150535271255,0.357,0.035202044508593
ACOT9,0.041799999999999976,0.8702142876839263,-0.134,0.15611273176177323,0.301,0.0018110689380901508
ACOX1,0.5261,0.1362767996882811,-0.062000000000000055,0.9731857561407606,-0.010000000000000009,0.4610738347114193
ACOX3,-0.2597,0.49185406827348965,0.053999999999999965,0.7599210086096857,0.0784,0.4014473392799739
ACP1,-0.006199999999999983,0.5904455445190719,-0.15995,0.3066412698071245,0.020000000000000004,0.8609421183160261
ACP2,0.44020000000000004,0.46978550162420274,0.08599999999999998,0.1495171036206285,-0.0374,0.833481741242916
ACP5,0.3386,0.7527138399085881,0.1078,0.31750984068595584,-0.0495,0.8999623069667045
ACP6,0.2158,0.9756314867329129,-0.026000000000000023,0.5835323216544956,0.0606,0.9212513175448359
ACPP,-0.7932999999999999,0.1791385798369123,-0.11480000000000001,0.5304334108493789,0.06299999999999997,0.7708798644890227
ACSF2,-0.3468,0.5768259728623775,-0.11399999999999999,0.22245093211316536,0.494,0.019670357942261345
ACSF3,0.4074,0.04980298394412301,0.0011600000000000004,0.5930574448664189,0.20879999999999999,0.08151347644265261
ACSL1,0.2499,0.24479911603000745,0.0314,0.8870704269074146,-0.1511,0.17514621067301925
ACSL3,-0.23950000000000005,0.7771972959652891,0.027999999999999997,0.8794015182099485,-0.11999999999999997,0.32446518898872745
ACSL4,0.2856,0.23678631429342342,0.22699999999999998,0.6461736256767381,0.062,0.38289537636601345
ACSL5,-0.5502,0.513423864634408,0.101,0.8796446764497883,0.636,0.003917147814327396
ACSM1,0.054200000000000026,0.35038288670545714,,,,
ACSM3,-0.3346,0.15940059184332667,-0.023999999999999966,0.46560576002494325,0.164,0.3126239590225186
ACSS1,0.21050000000000002,0.6160895490664056,-0.2126,0.09257921634197713,0.1629,0.18148687981325418
ACSS2,0.1138,0.6696173256679872,-0.027999999999999997,0.3097749229585343,0.2092,0.4249736631183334
ACSS3,0.8356999999999999,0.45113279623141755,0.29200000000000004,0.8395655828425191,,
ACTA1,0.76395,0.48624986298256245,-0.25150000000000006,0.9886060208443164,0.2094999999999999,0.5439987214643864
ACTA2,-0.11845,0.35545964384254725,0.33099999999999996,0.6668051647804294,0.06349999999999989,0.9579496100969138
ACTB,-0.30839999999999995,0.15342314436708726,-0.061000000000000026,0.5326859553817455,0.04060000000000001,0.9378928199394354
ACTBL2,-0.1495,0.8195138394479307,0.1405,0.487016309433309,-0.2281,0.11592792323718716
ACTG1,-0.3163,0.7190125377143941,0.22099999999999997,0.22431530589535645,-0.504,0.473371318210554
ACTG2,0.03650000000000003,0.9671160733539845,-0.02799999999999997,0.3597481316325687,0.21999999999999997,0.4741623541075948
ACTL6A,-0.0792,0.5420805819310375,-0.07139999999999999,0.1580553942262012,-0.07900000000000001,0.41196293739441747
ACTL8,0.8689499999999999,0.499403989877357,0.6621,0.5444104188324189,0.025000000000000022,0.945556429537991
ACTN1,0.2494,0.549969668540339,0.027999999999999997,0.33016329035289793,-0.14400000000000013,0.9679947959468216
ACTN2,0.034050000000000025,0.7034772319608028,0.14700000000000002,0.8112024371805096,-0.0886,0.5338452869587246
ACTN3,0.77165,0.25234991607903556,0.19995000000000002,0.05912191450683907,0.01750000000000007,0.9969867647634236
ACTN4,0.06480000000000002,0.39253995740790115,-0.0009999999999999731,0.7093385229967568,-0.0034000000000000002,0.5312909383690982
ACTR1A,-0.1295,0.29712730698379836,0.016400000000000012,0.5330960201734591,-0.077,0.06007426568011892
ACTR1B,-0.43959999999999994,0.2999866341105257,0.14129999999999998,0.2702210538187103,-0.057199999999999994,0.40132703112809653
ACTR2,-0.19930000000000003,0.15392571093805554,0.046,0.2723424257086966,0.002599999999999991,0.3084608109478292
ACTR3,-0.25460000000000005,0.4013739871361759,0.1128,0.7610278831812366,0.020199999999999996,0.5558668786660514
ACTR3B,-0.0489,0.3272150417024897,0.08300000000000002,0.7458301279084398,-0.042649999999999993,0.7329112711143233
ACTR3C,-0.0426,0.5067297030779434,,,,
ACTR5,-0.06049999999999997,0.7483635206441231,-0.1006,0.1552802743188484,0.0678,0.5916809971910889
ACTR6,0.0487,0.2465405442133601,-0.09440000000000001,0.037525012400575854,0.028350000000000004,0.9280311367149352
ACTR8,0.019599999999999992,0.08679664867374311,0.07769999999999999,0.00538798784647911,0.0176,0.6564531648832004
ACVR1,-0.77875,0.2657926704382137,-0.02707,0.8188482632393955,,
ACY1,-0.2341,0.12973564345102928,,,0.13729999999999998,0.15628363038905366
ACYP1,0.3337,0.25579116665435186,-0.006000000000000005,0.3769088048571163,-0.07665,0.10619277227253131
ACYP2,0.7513000000000001,0.028470315462921416,-0.09630000000000002,0.6295997327512292,-0.02205,0.6451431106023098
ADA,0.1493,0.6812591844729797,0.094,0.9175682297686861,-0.148,0.8169520177873594
ADAL,-0.029500000000000026,0.8207839541394906,-0.04750000000000004,0.6661290357661993,,
ADAM10,-0.20200000000000007,0.4837992292493203,0.09800000000000002,0.34519620662115713,-0.05499999999999999,0.7030518236602155
ADAM12,-1.217,0.4441268015348683,,,,
ADAM15,-0.05569999999999997,0.18027877067856163,0.09939999999999999,0.9317785032506666,0.0935,0.6999562944767219
ADAM17,0.06450000000000002,0.56879732170696,-0.03,0.9331304445226491,-0.10669999999999999,0.5288843736765725
ADAM8,0.44325000000000003,0.6202422804558988,,,,
ADAM9,0.24839999999999995,0.49779653433452076,-0.009000000000000008,0.786030909755633,-0.2079,0.22084208807668088
ADAMDEC1,0.9047999999999998,0.16233339765001462,-0.4095,0.37536454282030773,-0.43900000000000006,0.029845737366362788
ADAMTS1,0.1491499999999999,0.7322885990038726,0.16299999999999998,0.17168619097724486,,
ADAMTS12,-0.5127,0.028918667689567988,,,,
ADAMTS15,-1.4626,0.07248476150254451,0.21050000000000002,0.9266780675745422,,
ADAMTS16,0.22045000000000003,0.33658631027255936,,,-0.24860000000000002,0.16522203131234936
ADAMTS2,-0.8605,0.01951023040529971,0.2188,0.1783716056207011,,
ADAMTS4,0.1735,0.37101298604057087,,,,
ADAMTS7,-0.3843,0.5930302892317163,,,,
ADAMTSL1,0.6354,0.07722096055057655,0.391,0.2190397170391409,,
ADAMTSL2,0.1282,0.5146300068175148,-0.2535,0.6210611802716444,,
ADAMTSL3,0.6822,0.3575684964807766,0.11299999999999996,0.7205276081267913,,
ADAMTSL4,-0.1572,0.9781802753961578,0.15999999999999998,0.7899107155128672,0.13250000000000006,0.5456169761529093
ADAP1,-0.030799999999999994,0.5997467508010328,-0.028880000000000003,0.4994739293242425,0.1857,0.3652985545442605
ADAP2,0.253,0.17230462864111676,0.0032000000000000084,0.7881710190990199,,
ADAR,0.3406,0.8272986997312937,-0.030799999999999998,0.6749361189858996,-0.062,0.6582186487547108
ADARB1,0.373,0.4383930929670319,0.022000000000000075,0.5027198996704988,,
ADARB2,-1.91985,0.40428084572579936,,,,
ADAT1,0.17889999999999998,0.843369530898066,0.09045,0.3794792247013885,,
ADAT2,0.37775000000000003,0.5208496285416008,0.023399999999999997,0.9501481371073526,,
ADAT3,-0.01580000000000001,0.23404037532725572,0.009899999999999999,0.6684287147548926,,
ADCK1,0.2551,0.47667579738372756,0.1324,0.48527349151264343,,
ADCK5,0.17930000000000001,0.2576323273125895,0.0879,0.3700127586890999,-0.032250000000000015,0.388156844723755
ADCY3,-0.1941,0.8000496719700105,0.09400000000000006,0.04752714222318928,,
ADCY5,-0.65165,0.07917976217932855,-0.08450000000000002,0.7386770752857518,,
ADCY6,0.007200000000000005,0.7125183852678363,0.14450000000000002,0.09282356870501761,0.248,0.36951447540115223
ADCY7,0.7180000000000001,0.29149138262712043,,,,
ADCY9,-0.7241,0.42423832795401073,,,,
ADD1,0.09449999999999997,0.9855379537200393,0.09640000000000001,0.5793746522319319,-0.014999999999999986,0.2066060146100469
ADD2,0.8269,0.01372540702537545,-0.0919,0.7195805313425354,0.22399999999999998,0.1169565567513551
ADD3,-0.7162,0.2174357886688829,-0.02700000000000001,0.6547792731228227,-0.06300000000000003,0.30402863707617983
ADGB,-0.20525,0.3643267938082734,,,,
ADGRE2,0.74105,0.0322832493824094,-0.11219999999999998,0.8493463843037203,-0.7027,
ADGRE5,0.49770000000000003,0.17922505952321233,0.16899999999999998,0.8933889151959141,-0.037799999999999986,0.30340877160646357
ADGRF5,0.21219999999999994,0.5058543689776438,0.17099999999999999,0.2181085160264824,,
ADGRG1,-0.6231,0.6558423224950061,-0.0030000000000000027,0.44009304023456963,0.30184999999999995,0.07886359716890266
ADGRG6,-0.08515,0.7638009531413888,,,,
ADGRL1,0.45914999999999995,0.4348410454325442,0.16100000000000003,0.2557488215800682,,
ADGRL2,0.03520000000000012,0.9149959159429344,0.0558,0.6753794739551611,,
ADGRL4,-0.464,0.3145262713644347,0.14434999999999998,0.8542076967336347,,
ADGRV1,-0.25360000000000005,0.7362309044335552,,,,
ADH1B,-0.9075,0.9220409537458305,0.5707,0.6753943391545166,-0.05999999999999983,0.5847752502350483
ADH1C,-0.32920000000000005,0.9340843203810705,-0.3811,0.5430152221291421,-0.47,0.7301204498608029
ADH5,-0.2167,0.8713355037307684,0.028999999999999998,0.6829106761588839,0.004000000000000059,0.8701746091633423
ADHFE1,0.5422,0.1010261613427083,-0.25029999999999997,0.9502090647915589,,
ADI1,0.1787,0.797094014473599,-0.013999999999999985,0.6407284062921905,-0.13529999999999998,0.5347687598862492
ADIPOQ,0.59515,0.5063087840935981,0.15699999999999997,0.5765884902073919,-0.07500000000000007,0.7339771049884496
ADIPOR1,-0.2744,0.4702416654568431,-0.0598,0.5487722041095229,,
ADIRF,0.0663,0.8305621476569666,0.19900000000000007,0.8637530699758802,-0.253,0.765924904545954
ADK,-0.05209999999999998,0.9894667866334808,0.0437,0.8056673417431545,0.034100000000000005,0.19153920766245672
ADNP,-0.0615,0.5021893610587045,-0.065469,0.24572244292538922,0.125,0.5135187208289013
ADNP2,-0.07289999999999998,0.3874014542601306,,,,
ADO,0.0769,0.28520345476387365,-0.03689999999999999,0.9893492117809616,-0.0444,0.7493837152976891
ADPGK,-0.029399999999999996,0.9792755312156789,-0.10419999999999999,0.18466384178584927,-0.16899999999999998,0.9766424905291562
ADPRH,0.3186,0.029363218016704322,-0.0020000000000000018,0.862193066390397,0.09940000000000002,0.0581592456891547
ADPRHL2,-0.22329999999999997,0.31760838708548506,-0.08519999999999998,0.3209791525394553,-0.11439999999999999,0.4775637258838268
ADRM1,-0.0416,0.40440232189977976,-0.004100000000000006,0.7501482543819578,-0.008000000000000007,0.837046785519944
ADSL,0.1819,0.49213050270906755,-0.02137,0.6011761289394979,-0.0843,0.3389970374403587
ADSS,-0.27070000000000005,0.04181255280115527,-0.036000000000000004,0.9978068081403919,-0.0494,0.5620522832799744
ADSSL1,-0.04830000000000001,0.6756948632723563,0.10600000000000004,0.8376230573460386,,
AEBP1,-0.2603,0.9915004983192224,0.298,0.3499831448809625,-0.2517,0.48020353904780555
AES,-0.21890000000000004,0.7243511084241676,0.078,0.6621836525786362,-0.19110000000000002,0.24527541014019463
AFAP1,-0.2923,0.205935822585528,-0.02100000000000002,0.5599926101034282,-0.21180000000000002,0.35929097575572977
AFAP1L1,-0.05059999999999998,0.6056689664833245,0.15550000000000003,0.7586744934588266,,
AFAP1L2,-0.08489999999999998,0.9981850837879238,-0.15200000000000002,0.34579662117810483,-0.12519999999999998,0.6088339486305586
AFDN,0.7509999999999999,0.002575712746009936,-0.027999999999999997,0.35645388944523004,0.0211,0.4106526388949324
AFF1,-0.0645,0.4111992553936601,0.02700000000000001,0.9467716640949747,,
AFF2,1.1300000000000001,0.2877406525927981,,,,
AFF3,0.36250000000000004,0.4823503557654867,,,,
AFF4,-0.01970000000000001,0.8724482168005278,-0.0122,0.45754809483622827,0.1271,0.27712792140122905
AFG3L2,0.3317,0.3516850096059938,-0.14500000000000002,0.6713354019852054,-0.010100000000000001,0.8536172652451269
AFM,-0.8887,0.7414780005779564,-0.029000000000000026,0.766228861336594,-0.04300000000000004,0.9238305490977746
AFMID,0.11909999999999998,0.6099608137008302,-0.014099999999999998,0.16315369404238458,-0.21810000000000002,0.1113017947634584
AFTPH,0.1683,0.7040337598284636,-0.010999999999999996,0.8222193186273089,0.0262,0.5118255945375425
AGA,0.24730000000000002,0.9296193530291066,0.017999999999999988,0.8792597948579786,,
AGAP1,-0.0523,0.8807943309777584,0.023499999999999997,0.44511738407115076,0.019500000000000017,0.8403308753032948
AGAP2,-0.22255000000000003,0.438512808008896,-0.2305,0.41125321392111347,,
AGAP3,0.545,0.000448103689300956,0.014700000000000005,0.9542659807045382,-0.03324999999999999,0.9569273803454763
AGFG1,-0.05740000000000001,0.5829171631586525,-0.02307,0.42081545314901425,0.01319999999999999,0.9530506544518582
AGFG2,-0.263,0.7213104568583409,0.0030000000000000027,0.9373690802013878,0.15299999999999997,0.2883831477285366
AGGF1,0.0548,0.8947395497442296,0.0472,0.7454169594633042,,
AGK,0.28,0.04083279880491735,-0.0925,0.3604977624338752,0.1157,0.017118796374479245
AGL,-0.1517,0.6801720160624705,0.05317,0.9929281855516516,-0.13200000000000003,0.2338726198042427
AGMAT,0.7147,0.16009656759408852,-0.41700000000000004,0.7865448442704452,0.37739999999999996,0.128741285588841
AGO1,-0.2157,0.41752111114798973,0.088,0.4848550047902672,0.037000000000000005,0.6716846781518582
AGO2,-0.0713,0.9220112395218127,-0.0010000000000000009,0.6577588947861133,0.1125,0.42938686137543813
AGO3,-0.19210000000000002,0.5083652832673511,0.04000000000000001,0.5830317715196311,0.007199999999999998,0.18123227416542673
AGO4,-0.020000000000000004,0.696512649209382,-0.04000000000000001,0.4766875591237364,0.311,
AGPAT1,-0.4098,0.09622792357419516,0.0073136,0.6286250373442692,-0.029799999999999993,0.5930097606402485
AGPAT2,-0.7927,0.31494753807690573,0.127,0.35426883591706737,-0.05915000000000001,0.4671272169846383
AGPAT3,-0.4431999999999999,0.126769344925327,-0.032,0.6371613991946354,0.0535,0.35842241639393146
AGPAT5,-0.016300000000000092,0.6217759715662812,-0.096,0.3285727171538638,-0.06019999999999999,0.5701499313377454
AGPS,0.4722,0.0646636096451994,0.031,0.758017256957012,-0.04660000000000001,0.09076168754305336
AGR2,0.2685,0.41115095050035455,0.08400000000000007,0.8717896742961052,-0.7841999999999999,0.024133769118362354
AGR3,-0.1856,0.7702874442645968,0.1257,0.5006074595035137,-0.428,0.12067620893185603
AGRN,-0.3702999999999999,0.04565902713215059,0.2529836,0.0914014034336527,-0.025800000000000003,0.2190958914976165
AGT,-0.04310000000000003,0.8778991482415148,0.17500000000000004,0.20702629083411284,-0.07799999999999996,0.37833615890698835
AGTPBP1,0.2577,0.5256769866615425,0.15326,0.023353399299942585,,
AGTRAP,-0.2655,0.2370722114390533,-0.201,0.4624193332595168,-0.04880000000000001,0.9959174118153157
AHCTF1,0.1487,0.5845628707223777,-0.0009100000000000002,0.41544556164181656,0.0773,0.993743518907953
AHCY,-0.11149999999999999,0.9034044804106389,-0.062200000000000005,0.8009857768276682,0.2247,0.46921944164824925
AHCYL1,-0.2662,0.48438151685009934,0.022600000000000002,0.8775345939782042,-0.025599999999999998,0.1819976374334063
AHCYL2,0.43799999999999994,0.017245684933112324,0.048999999999999995,0.7448893056369666,-0.039000000000000035,0.8239508709585008
AHDC1,-0.21200000000000002,0.05475642857821129,0.11699999999999997,0.4787390575738034,,
AHNAK,0.7786,0.16133707283808832,0.15300000000000002,0.38942545456365696,-0.026000000000000023,0.8772184756713166
AHNAK2,-0.6687000000000001,0.3126239080431088,0.0010000000000000009,0.8500306689760149,-0.25699999999999995,0.9333314897156961
AHR,-0.5045999999999999,0.07197921619508979,-0.06,0.7252485611158866,-0.2138,0.3902319582452135
AHSA1,0.4182,0.05437467639352936,-0.031,0.32278645482939416,-0.117,0.20656952062733736
AHSG,-0.3267000000000001,0.6854738763699038,0.04999999999999999,0.4465108166631121,-0.07,0.8434256376470556
AHSP,0.9759,0.017127814452878944,0.13799999999999996,0.999836684935401,0.498,0.44313090384358034
AIDA,-0.3382,0.13356854067858584,0.021999999999999992,0.74907285204343,-0.0075,0.9859200027657637
AIF1,-0.13370000000000004,0.5141932625358665,-0.05589999999999999,0.6161051996857643,-0.0484,0.5950843994543917
AIF1L,0.5591,0.3094290300373736,0.0852,0.4044127709417208,0.10500000000000004,0.8323788417706846
AIFM1,0.54,0.045579880884637915,-0.253,0.18933729064449556,0.362,0.0018761095389754918
AIFM2,0.5808,0.004536978747618994,-0.04000000000000001,0.9961617798924578,-0.11249999999999999,0.2404287705235591
AIFM3,-0.21949999999999992,0.5716568632441026,,,,
AIM1,-0.18679999999999986,0.1619529353879025,,,-0.32,0.027130414733845837
