,Difference_In_Median_Brca,P_Value_Brca,Difference_In_Median_Endo,P_Value_Endo,Difference_In_Median,P_Value
AP1AR_S186,-0.004400000000000015,0.5493492358126494,-0.15410000000000001,0.2358383139451873,0.9540000000000001,0.015486446705434937
AP1AR_T228,-0.1318,0.6458244186027942,0.2661,0.5596186397460197,0.5475,0.02867265156184974
AP2A1_N641M644T647,-0.28075,0.034799881967917445,,,,
AP3B1_S609,-0.42925000000000013,0.8749340485591298,-0.7194999999999999,0.007093166195927462,,
AP3B1_T810,-0.43815,0.03575857952741135,-0.7145,0.2348017788607842,,
AP3B2_S272,0.09339999999999993,0.23051978617731936,0.735,0.02472430179737456,0.0030000000000001137,
AP3D1_S658,-0.6556500000000001,0.04021678530424356,-0.1858167,0.33720796845292156,0.07650000000000001,0.4960311353260025
APBB2_S410S413,0.6177999999999999,0.007060004087021308,,,,
APC_S111,-0.31124999999999997,0.539903878127045,-0.19652,0.04397615977703283,,
APC_S2270,1.5475499999999998,0.04160637082222158,,,,
APC_S2794,-0.9274,0.005815290274209856,,,,
APOBR_S162,0.6752,0.7019725843151678,-0.066,0.9188424445994514,0.4375,0.04777426793687965
APPL1_S410,-0.6428,0.04332866815279479,-0.0414,0.47900334310944415,,
APPL1_T399,0.11574999999999999,0.45522536203985475,-0.3419,0.047244742116844644,,
APTX_S132,0.05449999999999999,0.38753376630750347,-0.33159000000000005,0.018827487570916724,-0.16225,0.21410088488578807
AR_S516,-0.8371,0.8113263619795897,-0.47850000000000004,0.043851195014978625,,
ARAP1_S429,-0.3153,0.014389179830901926,0.18430000000000002,0.5247239930073118,,
ARAP3_S1337,-1.0203000000000002,0.24045898761180237,0.023499999999999993,0.9564318872992832,-0.656,0.04389931238653046
ARCN1_T437,0.25220000000000004,0.42934772958420586,-3.226,0.009707465913896691,,
ARFGAP1_S155,0.6496000000000001,0.1473761240676363,0.4885,0.01941889310401329,,
ARFGAP1_S174,0.7687999999999999,0.047592710727813854,-0.559,,,
ARFGAP1_S237,-0.6944499999999999,0.047432895596833995,-1.5070000000000001,,,
ARFGAP1_T189,-0.2109,0.8796595275736465,0.020500000000000018,0.7501639469512604,0.399,0.02562399569281889
ARFGAP2_S240,0.1436,0.16462483324163718,-0.1525,0.3099489773945162,0.24250000000000002,0.031711477929499084
ARFGAP2_S340,0.5114000000000001,0.042088409463965644,-0.11130000000000001,0.6392549444662844,0.093,0.3968367330084276
ARFGAP3_S453,0.7442000000000001,0.022077325570910102,0.019549999999999998,0.9857653747916578,,
ARFGEF1_S667,-0.691,0.033613870435359676,0.036750000000000005,0.8386002303100379,0.017000000000000015,0.8087133055822175
ARFGEF2_S1528,-0.2142,0.9536902713259123,0.1875,0.6339100305587384,0.26550000000000007,0.0022726064303960018
ARFGEF2_S218S227,0.648,0.04538075751577138,,,,
ARFGEF3_S2079,0.6295000000000001,0.13635487991807227,-0.41296,0.04778115756980054,,
ARHGAP1_S35,0.12990000000000002,0.5347763477498341,0.46095,0.11588785266480776,0.5640000000000001,0.028344989017660586
ARHGAP1_S50,-0.14319999999999997,0.35453829285171323,0.36099999999999993,0.20441062407863045,0.41900000000000004,0.01935437890671848
ARHGAP12_S262,0.016249999999999987,0.4594696791423284,-0.49215,0.014963894356904605,-0.273,
ARHGAP17_S575,0.29500000000000004,0.03802811932411503,0.23750000000000002,0.13006205806449844,-0.26949999999999996,0.3514842548478442
ARHGAP20_S20,-0.94615,0.01768447332657485,0.1735,0.8102702335743563,,
ARHGAP20_S46,-0.5410499999999999,0.09746789634988974,0.9955,0.033804742020169705,0.30199999999999994,0.35782138473612246
ARHGAP20_S730,-1.4542000000000002,0.020145706719035313,-0.3033,0.8529732119478031,,
ARHGAP22_S16,-0.011300000000000004,0.7689939035618456,0.39249999999999996,0.0470374544196222,,
ARHGAP23_S666,-0.8194000000000001,0.008960633571296752,0.54985,0.1093610538572759,,
ARHGAP27_S456,-0.2993,0.3156709734158861,0.05125000000000002,0.6233384329978204,0.702,0.006511882773523463
ARHGAP31_S476,0.49685,0.007068797428834499,-0.027000000000000024,0.3903628323872278,-0.194,0.4340657119822917
ARHGAP31_S629,-0.2111,0.5386696453005004,0.5977,0.02160944645795623,-0.265,
ARHGAP31_S778,-0.7558,0.029874554412513545,0.04205000000000003,0.8684010333307977,0.5075,0.4302757010292878
ARHGAP31_S974,-0.26515000000000005,0.4660021837569486,-0.46199999999999997,0.006557002826031913,,
ARHGAP35_S1174,-0.9659,0.011984172003518067,-0.16325,0.3327937443295378,,
ARHGAP39_Q397S406,0.8352,0.013720098604352396,,,,
ARHGAP39_S173,0.20349999999999996,0.04427888371154007,-0.196,0.18628245788693404,,
ARHGAP39_S286,1.08645,0.00024536192031664205,-0.09763000000000001,0.18924182437030754,-0.064,0.37775600234280304
ARHGAP39_S303,0.6202,0.047932346046636994,-1.1025,0.5242075685911779,,
ARHGAP39_S366,0.3104499999999999,0.23684496668522428,-0.3909999999999999,0.03692813248073196,0.6605000000000001,0.007322711913453997
ARHGAP39_S587,1.22295,0.03096756872258001,-0.36150000000000004,0.33042201514959957,,
ARHGAP39_T692,0.9212499999999999,0.006474356525093101,0.5369,,,
ARHGAP4_S970,-0.0866,0.3308026541969771,0.555,0.015571774433777077,,
ARHGAP5_S1173,-1.2828,0.0002660429808776409,-0.0047249999999999966,0.7177478896099704,-0.15425,0.3627334166767888
ARHGAP5_T985,-0.47255,0.029767499243865434,,,,
ARHGEF1_S25,0.70675,0.035550215474369394,0.31800000000000006,0.65014697422986,,
ARHGEF11_S1518S1520,0.1316,0.04152391193808867,,,,
ARHGEF11_T712,0.47795,0.011864538619506683,-0.12392500000000001,0.7466322864413217,,
ARHGEF12_S1288,-0.867,0.027265888126099248,-0.2882125,0.0707889554089314,0.0855,0.5269747769612929
ARHGEF12_T292,1.0035,0.031269187203199926,,,,
ARHGEF12_T703,-0.4871,0.13518421036866168,0.017450000000000007,0.7341579169732044,0.398,0.023381973105301535
ARHGEF15_S42,0.46265,0.022693229366924864,-0.1456,0.4707704136062043,,
ARHGEF16_S174,0.6486999999999999,0.03498790687099588,,,,
ARHGEF16_S191,0.5820000000000001,0.004407785794950072,-0.4185,0.1271118326195022,,
ARHGEF16_S577,-0.87325,0.03957347293977289,0.19455,0.930435395118694,-0.22449999999999998,0.5377642364453542
ARHGEF17_S142,-0.27435,0.42190197764030224,0.33849999999999997,0.01774595687841318,0.15699999999999997,0.9175059938013179
ARHGEF17_S348,-0.25035,0.020616016429378867,-0.23199999999999998,0.6317795063430456,,
ARHGEF17_S862,0.023749999999999993,0.5975504916191016,0.2774,0.0473888577709353,,
ARHGEF17_S914,0.8046499999999998,0.013188398865451735,,,,
ARHGEF2_S645,0.03049999999999997,0.7086002117413879,0.37105,0.009824004010334347,-0.0765,0.615358068457551
ARHGEF2_S886,-0.15990000000000004,0.9262716799190922,0.019500000000000017,0.5398168196779756,0.44549999999999995,0.013998284157249179
ARHGEF26_S80,-0.29795,0.5320457475139722,0.42600000000000005,0.04915606571364522,,
ARHGEF35_S450,-0.43735,0.33725221227247193,-0.34904999999999997,0.8616905288022908,0.479,0.021197685803125487
ARHGEF5_S57,-0.8228,0.026043902365223765,,,0.256,0.35058987063235847
ARHGEF5_S897,-0.6898500000000001,0.003817601172309733,0.15445,0.631023800055827,0.26,
ARHGEF6_S126,-0.1254,0.43996890821163703,0.1162,0.3698435457423346,0.235,0.03141192975962884
ARHGEF6_S225,0.3238,0.0410637374145301,,,,
ARHGEF7_S155,-0.65805,0.007118747087414969,0.16150000000000003,0.8627873196209261,,
ARID1B_S1568,1.20145,0.024348615445143412,,,,
ARID3A_S119,-0.24520000000000008,0.9632056618700402,0.2657,0.03878461068157412,-0.11599999999999999,0.35461013107787054
ARID4A_S1145,1.7430500000000002,0.006619434518825652,-0.08980000000000002,0.5292069407330482,-0.155,
ARID4A_S561,-0.5463,0.4108723160487141,0.5268,0.03701046904731057,,
ARID4B_S666S675,-0.2979,0.035553293486858685,,,,
ARID4B_S790,0.07865,0.7187370054976275,0.07307499999999997,0.9176515073724424,1.2897500000000002,0.0004047856222176372
ARID4B_T1025T1026S1029,-0.41609999999999997,0.039201528798185455,,,,
ARID4B_T793,-0.043550000000000005,0.6687857573778655,0.02574999999999998,0.907489007058607,1.2920000000000003,0.0005646799747821025
ARID5A_S23,0.3645,0.2880085565191667,0.237,0.041246258081714615,-0.006500000000000006,0.5657701701255677
ARID5B_S264,-0.6457999999999999,0.025498160462096523,0.044749999999999984,0.8778157838846499,0.024999999999999994,0.7121066229827299
ARID5B_S787,-0.7817000000000001,0.02811442658951656,-0.06384999999999999,0.18181963788457714,,
ARID5B_T539,-0.23335,0.01820502066025197,0.0919,0.6383537987071777,-0.698,0.024194245912229174
ARL6IP4_S239,0.4669,0.020168370299126947,0.11817499999999997,0.7335885017829282,0.2485,0.03447178936513183
ARL6IP6_T19,-0.6427499999999999,0.0254757349219779,-0.1591,0.41325045628472745,0.0335,0.3077414792507692
ARPP19_S23,0.7806500000000001,0.06748928549540108,,,1.108,0.027531473582721587
ARVCF_S343,-0.6454,0.25862847107523607,-0.4307500000000001,0.08973170543106083,-0.2355,0.012983831577599744
ASAP1_S839S843,0.29015,0.014980102803496754,,,,
ASCC2_S706,-0.06174999999999997,0.8646856690915227,-0.7590000000000001,0.032593066063500355,0.04700000000000004,0.8679178812069341
ASF1B_S198,0.26905,0.2018744289470382,-0.45699999999999996,0.11816378468389753,-0.7189999999999999,0.043785414068698715
ASH1L_S22,-0.10629999999999999,0.7603181274593993,-0.031,0.8388082645555721,0.6015,0.005552174969844875
ASH2L_S101,-0.1646,0.038840687285699615,-0.12280000000000002,0.43821363891806975,-0.46449999999999997,0.9114261988865333
ASPSCR1_S274,0.6361999999999999,0.01609180761719011,0.1319,0.4203009683726039,,
ASUN_S678,-1.1742,0.036715315212715476,,,,
ASXL2_S845,-0.21989999999999996,0.04710496927403888,-0.07153499999999999,0.547698317196227,-0.09149999999999997,0.26341833921188357
ATG13_T314,-1.1219000000000001,0.0007525908467668341,,,,
ATG16L1_S248,0.8699,0.03192338549043991,,,,
ATG16L1_S269,-0.63695,0.047154695752980244,,,0.12299999999999994,0.4172899391218571
ATG16L2_S304,0.014249999999999985,0.695287172483589,0.0034269999999999995,0.9108773069624663,-0.368,0.012437047867770239
ATG2B_S1572,0.39,0.03546240355731241,0.232,0.6401134692845858,,
ATG4D_S468,0.6336999999999999,0.00951747573321903,,,,
ATG9A_S828,0.052549999999999986,0.5224554960550257,0.072455,0.9829625000655826,0.26525,0.022630138691548774
ATN1_S101,0.21185,0.41437444091144116,0.021364549999999996,0.7092281284045201,-0.35550000000000004,0.014903679974672198
ATN1_T669,-0.47709999999999997,0.3830825891147813,-0.08660000000000002,0.75556254212383,-0.17,0.04106003086482829
ATP11B_S423N425M427N433,0.5259,0.03840393417270648,,,,
ATP2A2_S663,-0.20849999999999996,0.890335061328979,0.6065999999999999,0.035677272835063695,-0.225,
ATP7A_S1463,-0.58815,0.15757576627927497,-0.07274999999999995,0.5519433801849545,0.304,0.004313509282080023
ATP7A_S1466,0.057050000000000045,0.40542808963034715,-0.23174999999999998,0.25039593005540534,0.773,0.014411787778132307
ATP7A_S355S357,0.5562,0.020437782905600728,,,,
ATP7A_S357,0.19515,0.40304041566911786,-0.2015,0.031564926582358675,0.395,
ATR_S435,-0.2288,0.022634790513206132,-0.061100000000000015,0.9262869663630096,-0.05449999999999999,0.8752508923660008
ATRIP_S518,0.030350000000000002,0.561752459557476,0.7344999999999999,0.025641416566704364,-0.07800000000000001,0.7962008149384011
ATRX_S1245,-0.20629999999999998,0.6592593740519206,0.7702499999999999,0.007011220354167842,-0.306,
ATRX_S92S108S112,1.0954,0.0048233711671180875,,,,
ATRX_S962,-0.1254,0.23405868064968866,-0.34475,0.04464669238829068,,
ATXN1_S238Y247,0.3998,0.031083559765356254,,,,
ATXN1_S406,-0.38234999999999997,0.29620794210257684,0.2511,0.010636099521984167,-0.040499999999999994,0.4943667026687303
ATXN1_S775,-0.49485,0.04171373579702381,0.3575,0.04477462272846807,-0.15150000000000002,0.6334286365273002
ATXN1_S82,-0.849,0.021064319421258703,-0.18899999999999997,0.6771718548301274,,
ATXN1_S88,-0.1957,0.48250643489468537,0.27966,0.012069304668548006,0.13699999999999996,
ATXN1L_T330,0.37139999999999995,0.15374449088411013,-0.35700000000000004,0.012945530174131486,0.303,0.013369323638614719
ATXN2_S684,0.62905,0.04660279022596326,-0.341795,0.10693330820184198,0.4385,0.22282511044361156
ATXN2_S758,0.7641,0.025567739845439166,0.8418990000000001,,-0.0765,0.9823860671953604
ATXN2_T666S667,0.45855,0.023040009211275997,,,,
ATXN2L_S409,0.5780000000000001,0.03786444332749193,0.7073499999999999,0.4731099985103232,,
ATXN2L_S680,0.2693,0.5917542884205667,-0.2808275,0.07665591784940226,0.6989999999999998,0.02719955599772204
ATXN3_S265,-0.7988,0.02378785938608072,-0.10852500000000001,0.8797242557890659,,
