Trans_Gene,Correlation_Gbm,P_value_Gbm,Correlation_kidney,P_value_kidney,Correlation_Ovar,P_value_Ovar,Correlation_Brca,P_value_Brca,Correlation_Luad,P_value_Luad,Correlation_hnscc,P_value_hnscc,Correlation_colon,P_value_colon,Correlation_Lscc,P_value_Lscc
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
PML,-0.2645075757543633,0.008152445635204038,-0.239458124840208,0.07548868311697478,0.11882119330470928,0.2846682742015903,0.2986919913373905,0.0011849599232765784,-0.07464318958316657,0.4559034622389308,-0.08875113864778457,0.35876587832235113,0.032992332821284484,0.7483530311968519,-0.004639155467007883,0.9698217049715644
