Proteomics,Gbm_P_Value,Gbm_Median,Hnscc_P_Value,Hnscc_Median,Luad_P_Value,Luad_Median,Lscc_P_Value,Lscc_Median,Brca_P_Value,Brca_Median,Ov_P_Value,Ov_Median,En_P_Value,En_Median,Colon_P_Value,Colon_Median
BORCS7,6.821492752930608e-05,-0.4286028991800581,0.9667580043418504,-0.04554595857635135,0.39282682455562895,-0.46805,0.999914250542862,-0.1442500000000001,0.9216071926346132,-0.2026,0.9856656513884507,-0.1593210765,0.7431991267001741,0.13377999999999998,0.9423179586910548,-0.09755
NHLRC2,8.909253896604961e-05,-0.4323391099631409,0.4030401629156406,-0.06315900552505127,0.053026715977924674,-0.55705,0.423389715866296,-0.31604999999999994,0.10577880890672828,-0.47445,0.9856656513884507,-0.1166967165,0.059500390738786026,0.2231,0.581873776209624,-0.17700000000000002
PTEN,0.00010026356628592502,-0.511725505875249,0.003962886486423343,-0.31881227487765074,0.1893964394817899,-0.3649,0.0357657453516126,-0.57975,0.038656738516210834,-1.008,0.7059517649793385,-0.16997247399999998,0.025286609359285644,-0.7466,0.6802457386610424,-0.204
ABRAXAS2,0.00016335728942517983,-0.3192491226979453,0.002661520734682054,-0.23654008976089716,,,0.6855234834492452,-0.34735,,,0.9856656513884507,-0.21195828149999998,0.5822068722833231,0.06760000000000001,,
PDZD8,0.00016498098572324642,-0.4442598131900591,0.060978581050057185,-0.15239146373859924,0.4074999495093796,-0.13790000000000002,0.5895689031740882,-0.4790500000000001,0.4675167406806094,-0.50875,0.9919258836914248,0.017844968500000002,0.08827186140841005,0.509,0.9957864437386053,0.0143
TTI2,0.0001717461102109609,0.3681868124475024,0.3481481553253118,0.16074019957179786,0.4114531089909395,0.6043000000000001,0.999914250542862,0.17800000000000002,0.5946900991217408,0.40025,0.9856656513884507,0.06685096899999997,0.7207124259684877,-0.17711,0.9608979694416536,0.1598
EIF5B,0.0001717461102109609,0.3920124693560139,0.14303301624092946,0.15467376537519684,0.8860987635707008,-0.04690000000000005,0.7884209046364193,0.3304999999999999,0.3920978968125889,0.34135000000000004,0.9981777404068792,-0.07265091550000002,0.10670258673647427,-0.2059,0.8680271278607787,0.00899999999999998
HAGH,0.00019191069013261493,-0.6016187603764556,0.8687291371282209,-0.0020396578366010947,0.9289235276891258,0.6894,0.999914250542862,-0.0022500000000000853,0.9817309543421504,-0.28380000000000005,0.9856656513884507,-0.2165304645,0.6634665777678299,-0.2223,0.8976841310898618,0.10550000000000004
ATE1,0.00021324607046212902,-0.3782040342065589,0.036122969806889324,-0.12841576792294518,0.002585442034556303,-0.88365,0.6935290475090089,-0.48065,0.13082293665432054,-0.6609999999999999,0.98610771784035,-0.0003903929999999889,0.4318183808845329,0.033,0.8986375749307008,-0.060000000000000026
ANKRD17,0.00024050932921725719,0.29168315845033954,0.5750433564888149,0.06580640360495238,0.8737057634806543,-0.030050000000000018,0.999914250542862,0.06414999999999997,0.4121777821366738,0.23715000000000006,0.44469017457571736,0.0962665825,0.8885595793986818,0.0040000000000000036,0.9591374703991976,-0.019399999999999987
MEPCE,0.00024050932921725719,0.3901390060351441,0.37227483936439854,0.2070234633786434,0.6998010742442701,0.11535,0.999914250542862,0.03694999999999998,0.9011637470161318,0.1295,0.9856656513884507,-0.16660647550000002,0.1887274928163873,-0.2626,0.9651254680328444,0.014500000000000013
PPM1G,0.00024050932921725719,0.5742656729739299,0.279371296697668,0.15788277299404996,0.9821394548515672,0.1603,0.999914250542862,0.1342000000000001,0.2511255932521474,0.4205,0.9856656513884507,-0.022372929500000027,0.05856218416964262,-0.2803,0.9835702326530854,-0.016000000000000014
STAM,0.00024050932921725719,-0.591531385772912,0.5533891133879794,0.08806183568774982,0.9406673288437224,0.15855,0.999914250542862,-0.17015,0.8316273056403002,-0.1191,0.991638667727028,0.04879553649999999,0.2105582752157342,0.132,0.8976841310898618,0.08550000000000002
DOCK1,0.00024050932921725719,-0.4445033914563004,0.5465736533743744,-0.11284692255090435,0.18427696259736967,-0.5690999999999999,0.999914250542862,-0.28465,0.4675167406806094,-0.34005,0.8975634059351998,-0.296575587,0.5652980778406496,-0.117,0.8374866561264941,-0.0447
CDK18,0.00024050932921725719,-0.8602582164171539,0.23039189708020524,-0.020299894621100382,0.9203772868347062,0.04564999999999997,0.999914250542862,-0.63775,0.7417162400332485,-0.044099999999999966,0.9856656513884507,-0.3825493075,0.6935980047189264,0.07390000000000001,0.9718151879427837,0.0684999999999999
DCTN4,0.00024050932921725719,-0.3621403649312675,0.8127375149745193,-0.1118523627921526,0.4925117578260888,-0.3775,0.999914250542862,0.10040000000000003,0.6926365675056021,0.3238,0.9856656513884507,-0.16332766250000005,0.00420454686648034,0.262,0.7641708805494594,-0.054500000000000035
RABGGTB,0.0002666475144458832,-0.271572669319554,0.3883306378190767,-0.15859350639334835,0.9018552007527229,-0.08595,0.999914250542862,0.033599999999999984,0.5800451821111922,-0.42225,0.992780862824956,-0.06748696299999997,0.9714338931632741,-0.028000000000000025,0.8976841310898618,0.034849999999999985
ADAM10,0.0002666475144458832,-0.5166038311790795,0.2199963388991616,-0.08082357182729538,0.31167496635356123,-0.30195,0.999914250542862,0.11675000000000002,0.7882322699349075,-0.3683000000000001,0.9856656513884507,-0.056270593000000015,0.5916563757133572,0.19338,0.8927889428042283,-0.052999999999999985
PPIG,0.0002666475144458832,0.486645321049424,0.004804531627859906,0.2601645812465989,0.4074999495093796,0.2388,0.999914250542862,0.1838,0.8690356459071555,0.01454999999999999,0.9979488002508416,-0.00012414350000000685,0.7534806583545276,0.011199999999999995,0.8798987219982046,-0.04250000000000001
USP54,0.0002666475144458832,-0.5871442067152436,0.5358479202176675,-0.09749641264039964,0.9996349966154946,-0.0495,0.9015502371438481,-0.4024,0.793514391347755,0.132,0.9856656513884507,-0.234643,0.14163738519699365,0.28600000000000003,,-0.52235
FAM49B,0.00026781457204790395,-0.5683652465577332,0.4805582939941094,-0.028666985229101268,0.5779929750864912,-0.4839,0.999914250542862,-0.02290000000000003,0.734043705672075,0.059650000000000016,0.9856656513884507,0.23681473050000001,0.021907058624115572,-0.3854,0.8976841310898618,-0.11509999999999998
PLEKHB1,0.0002835762751770524,-1.046206409207111,,,,,,,,,,,0.8604696015651335,0.0193,,
MAPK3,0.00033057014788321585,-0.6651049672988946,0.3750326884436667,-0.06141670580199943,0.8248332469893926,0.33845000000000003,0.999914250542862,-0.1581999999999999,0.7321607927595712,-0.22335000000000005,0.9919258836914248,0.05950728750000001,0.5853100701262286,0.08199999999999999,0.581873776209624,0.1949
DCTN6,0.00033995104960800153,-0.29149198815814903,0.020804613184326897,-0.225883463732,0.20104789501338693,-0.3116,0.999914250542862,-0.122,0.6672577564326484,-0.18009999999999998,0.9856656513884507,-0.06979327700000001,0.2809622532221753,0.13930000000000006,0.9432030224109672,-0.0915
INPP5F,0.0003620611657214165,-0.4979467501018776,0.07137316247721215,-0.14115456793714642,0.07576612578570373,-0.45845,0.7884209046364193,-0.48945,0.4510893814672101,-0.2503,0.9979488002508416,0.027026047,0.3765261451290877,0.034,,
RABGGTA,0.00036330074453852593,-0.34407553479442066,0.4147157470352472,-0.08510147779320576,0.8340020258937025,-0.10635,0.999914250542862,0.045550000000000014,0.786867943021255,-0.2497,0.9856656513884507,-0.03706291949999999,0.4925043096121509,-0.1537,0.8799729333600631,-0.1048
SEMA7A,0.000378676144384558,-0.8348579315947146,0.540409951276153,-0.18330882161240325,0.6694598902291454,-0.39064999999999983,0.999914250542862,-0.25459999999999994,0.5574018556426578,-0.4057,0.9856656513884507,0.06483187299999997,0.9697880481711496,-0.03865,,
EIF2S2,0.0004223355705741297,0.3234582325974178,0.8800734173081923,0.06874019141419653,0.464505363184685,0.014349999999999976,0.999914250542862,0.1037,0.38360443310732695,0.31665,0.9856656513884507,0.16874762850000002,0.1754256841675058,-0.09599999999999996,0.9023477627104852,-0.001999999999999974
RBP7,0.000425917176237393,-0.6786073211856101,0.6311807221172092,0.1402330772401541,0.6814335194406018,-0.3237000000000001,0.999914250542862,-0.07719999999999994,0.9993656127784184,0.8296499999999998,0.9919258836914248,-0.16882122950000006,0.7246165119137127,-0.22299999999999992,0.996834034534148,0.35700000000000004
HERC4,0.000425917176237393,-0.3635233120773429,0.2645529304570818,-0.2621761501316513,,,0.9423144085901908,-0.2916,0.6609153305460082,-0.28925,0.9919258836914248,-0.0645113875,0.16636331027870327,0.1612,0.9023477627104852,0.04855
DEPTOR,0.000425917176237393,-0.7270441409950436,0.6119908294501923,-0.08375479147549925,0.3199318043904802,0.41755,0.999914250542862,0.09215,0.5084053181461795,-0.85975,0.9856656513884507,-0.17437564849999998,0.4256072187633513,0.1239,0.8976841310898618,-0.08099999999999999
PRKDC,0.000425917176237393,0.4673597642944506,0.02971953709832185,0.304890431247852,0.8449087435809073,0.23705,0.999914250542862,0.03410000000000013,0.7792152557884707,0.21110000000000004,0.9856656513884507,-0.05032251449999997,0.1616846962014215,-0.1534,0.9835702326530854,0.0020000000000000018
LIPE,0.000425917176237393,-0.3883654038670028,0.5717809946320681,-0.04258750615990437,0.4131265114738288,-0.4899,0.999914250542862,-0.3396,0.901723751221118,-0.3697,0.9856656513884507,0.012099244000000065,0.5570232635018622,0.15289999999999998,0.9936867710483512,-0.10449999999999993
CASP2,0.000425917176237393,0.4139271504405456,0.1893778118924753,0.16957178077934998,0.42725167519580215,0.54255,0.999914250542862,-0.06490000000000001,0.3920978968125889,0.76905,0.9856656513884507,0.0982456805,0.9867031921245649,-0.0995,0.9651254680328444,0.08829999999999998
ABHD6,0.0004556062598753669,-0.6102542626463034,0.3448181293759919,0.06806870147684663,0.7008191503958249,-0.20020000000000004,0.999914250542862,0.057400000000000014,0.9444832742862244,0.1239,0.991638667727028,-0.09059740999999996,0.4885781960622186,0.2379,0.9651254680328444,-0.012000000000000009
MINDY1,0.0004648135111036414,-0.6319573589664325,0.7378427044873136,-0.08070942249889868,0.8240343013107104,-0.34175,0.999914250542862,-0.16689999999999994,,,0.9856656513884507,-0.20060489000000006,0.16320715662466584,0.16799999999999998,0.9651254680328444,-0.0285
NCBP2,0.0004973809876281876,0.5713109576536639,0.21391025351985665,0.16006831325550408,0.6891981954121827,0.08109999999999995,0.999914250542862,0.0997,0.991084496644418,-0.003400000000000014,0.991638667727028,0.168024237,0.8690185263984992,-0.0379,0.9875716323564429,0.04600000000000001
TMCC2,0.0005127685638299427,-0.7360387938194519,,,,,,,,,0.9856656513884507,-0.074008451,,,,
DCTN3,0.0005852573702325407,-0.3535030102807755,0.13271123091219636,-0.1051668604544993,0.05424835392813604,-0.4316,0.9791557735036316,-0.14814999999999998,0.6602590061472784,-0.06230000000000002,0.9856656513884507,-0.128857888,0.09823217870007916,0.16069999999999998,0.8253196675436247,-0.1132
BRCC3,0.000611846396489034,-0.2244976777804412,0.12156623454339402,-0.09192226105085056,,,0.999914250542862,-0.12969999999999998,0.4764133717031455,-0.20725000000000005,0.9856656513884507,-0.119776714,0.8029749390074761,-0.0138,0.8976841310898618,-0.04600000000000001
ADO,0.000611846396489034,-0.537734831228088,0.7386078202660766,0.03944986542994755,0.04012752623221425,-0.4320000000000001,0.4768821343412353,-0.3674500000000001,0.5972490813907931,-0.23845,0.9856656513884507,-0.006803069499999997,0.973393937225143,-0.009000000000000008,0.9409202483517934,-0.05845
NUP205,0.000611846396489034,0.3221240287200276,0.21461608481446495,0.13433015958460004,0.39282682455562895,-0.0017999999999999683,0.999914250542862,-0.12879999999999994,0.6809853556817601,0.03364999999999998,0.9856656513884507,-0.074284664,0.24906699444794725,-0.14948499999999998,0.9423179586910548,-0.04350000000000001
SSB,0.000611846396489034,0.5349652434758666,0.010997104049941196,0.2745255723653486,0.39282682455562895,0.4286,0.999914250542862,-0.03994999999999999,0.9541172309979123,-0.04634999999999999,0.9856656513884507,-0.08459242550000001,0.10553269455727328,-0.1691,0.991961611390054,-0.01100000000000001
DENND1A,0.000611846396489034,-0.23785148821905086,0.16901190042920558,-0.2012940403083512,0.6277760747920412,0.02395,0.999914250542862,0.0761,0.4205264109190141,-0.32885000000000003,0.9856656513884507,0.088414725,0.937728339021142,0.008000000000000007,0.9346983902188272,-0.11665
RPS5,0.000611846396489034,0.497577908360069,0.8651256831889271,-0.023729640328546964,0.944955045465078,-0.07140000000000002,0.999914250542862,-0.023150000000000004,0.6024971872337231,0.317,0.9856656513884507,-0.062050599500000025,0.8438479165119923,0.03700000000000003,0.9055616165288882,-0.035
KLK6,0.000611846396489034,-0.9655816311612928,0.3123192173862635,-0.17404477863264844,,,,,0.5871508882212675,0.5792999999999999,0.9856656513884507,0.307487914,0.08328033505459011,-0.528,,
SGCD,0.000611846396489034,-1.013305887886234,0.6447796033415425,-0.290810629004703,0.8251654624523458,-0.29379999999999995,0.999914250542862,-0.49695,0.9817047993240876,0.3288,0.9919258836914248,-0.228579765,0.8934148999519289,-0.059000000000000004,0.9723574491266676,-0.020000000000000014
VPS26A,0.000611846396489034,-0.3726257034424015,0.9311393348363942,-0.10330121701254667,0.07917881405973773,-0.50015,0.0357657453516126,-0.453,0.6656814890705208,-0.08880000000000003,0.9856656513884507,-0.1028085675,0.7206305803052415,0.0988,0.7641708805494594,-0.047
HDAC5,0.000611846396489034,-0.359660892103481,0.053046478089838894,-0.24698649451810084,0.8334210660216465,-0.2091,0.999914250542862,-0.04985000000000006,0.8060850973659947,-0.28125,0.9856656513884507,0.2624755825,0.6560007574762702,-0.15700000000000006,,
EIF4G1,0.000611846396489034,0.4023805818847615,0.09153231092254564,0.13840323225999995,0.9680194402113396,0.1554000000000001,0.999914250542862,0.13829999999999998,0.3394803306615313,0.5042,0.9913469498225536,0.01898026950000004,0.059561658274251,-0.094,0.9651254680328444,-0.1187
KXD1,0.000611846396489034,-0.3460024847180629,0.7200552374159896,-0.03569272191614914,0.6943975815074143,-0.30345,0.999914250542862,0.11375,0.9871560794021436,0.12840000000000007,0.9856656513884507,0.061152932500000014,0.6935980047189264,0.024900000000000002,,
ELMO1,0.000611846396489034,-0.7064987971360025,0.028014499224236496,-0.5086578024041977,0.015851958972854352,-0.95015,0.999914250542862,-0.20855,0.9883871071447516,-0.060649999999999975,0.9856656513884507,0.0201976505,0.3765261451290877,0.012200000000000004,0.8976841310898618,-0.08980000000000002
PMP2,0.0006202768436583723,-0.8976186160700544,,,,,,,,,,,,,,
BORCS5,0.0006202768436583723,-0.3066951860755989,0.6763472525504389,-0.13397722468255324,0.3016808574141869,-0.386,0.999914250542862,-0.24975000000000006,0.9807710020114252,-0.12555,0.9856656513884507,-0.105026027,0.6863154965213366,-0.01465,0.8565838299745281,-0.04480000000000001
FAM160B1,0.0006202768436583723,-0.30375368474960296,0.4400535119740545,-0.15056887571074995,,,0.999914250542862,0.0721,0.7864970721027649,-0.11745,0.9856656513884507,-0.06505652549999999,0.09568898514905358,0.2766,0.9613030568389036,-0.015299999999999998
CYTH1,0.0006202768436583723,-0.5603851843521271,0.24636314138075524,-0.14501273477234733,0.04012752623221425,-0.6637,0.999914250542862,0.04254999999999999,0.9883871071447516,-0.01329999999999998,0.9856656513884507,0.10180081849999996,0.29119699084363865,-0.04799999999999999,0.9898101916181776,-0.0002500000000000002
MMS19,0.0006202768436583723,-0.32428672480430704,0.13587080934092335,-0.12308351564960066,0.0241039104451655,-0.62,0.29111822930400066,-0.35665,0.38508113287281137,-0.6534,0.00011016941657157512,-0.324897269,0.5193899122972051,-0.0847,0.5957504826761635,-0.1218
DNAJB12,0.0006202768436583723,-0.3875659213430376,0.6110730281296427,-0.164435973557854,0.07271889081969336,-0.9033,0.901664690424898,-0.5486,0.8718794312643421,-0.19354999999999994,0.9856656513884507,0.189089841,0.6113946513973277,-0.0030800000000000003,0.8740676174674901,-0.17450000000000002
LARS,0.0006202768436583723,0.4332508394337515,0.09896186423612714,0.14736684625819765,0.8509154650598182,0.15870000000000006,0.999914250542862,0.10470000000000003,0.8797376449717959,-0.1064,0.9919258836914248,0.05808037249999998,0.12004315351945,0.22600000000000006,0.9841745426909148,-0.003000000000000003
PPA1,0.0006202768436583723,-0.4639723914547755,0.8818117917904548,-0.10283329905970362,0.800224443038668,-0.3794,0.6933993541469461,-0.45115,0.7252276530484018,0.2019,0.9856656513884507,0.16630536550000002,0.24022866069757756,0.19709000000000002,0.8986375749307008,-0.26559999999999995
EI24,0.0006202768436583723,0.522440225021052,0.35379606295011584,0.20677521294014767,0.8988922662994618,0.06190000000000007,0.999914250542862,0.059199999999999975,0.5381537441097788,0.5573000000000001,0.9856656513884507,-0.0733569755,0.6304682066262516,0.48200000000000004,0.9643247554414308,-0.10455
CARNS1,0.0006678504798788994,-0.9249794474378391,,,,,,,,,,,,,,
YPEL2,0.0006690636995556335,-0.47512961301048495,,,,,,,,,,,,-0.33530000000000004,,
QDPR,0.0006690636995556335,-0.5177524118479475,0.7383780136083904,0.06177448782804972,0.9665917017382027,-0.15475000000000005,0.999914250542862,0.2342000000000001,0.4480004708602134,-0.5170500000000002,0.9979488002508416,-0.049381314,0.6200852617910977,0.187,0.9432030224109672,-0.13499999999999998
HAT1,0.0006690636995556335,0.5815104259882585,0.5633274445818621,0.10848614556984516,0.5698090749152718,0.5109,0.999914250542862,0.3141,0.7785499185339185,0.16804999999999998,0.9856656513884507,0.235571158,0.971317016058716,-0.05300000000000002,0.918788570533692,-0.14055
GLTP,0.0006716425804588671,-0.6862168284505473,0.2472311134691496,-0.29399231078649635,0.11817806810122347,1.028,0.999914250542862,0.35115,0.6781865356481862,-0.5105500000000001,0.9856656513884507,-0.0851003555,0.005431340881139431,0.519,0.9826916971848358,0.04200000000000001
PIP5K1A,0.0006900940582918746,-0.3297892456254968,0.6032295691510172,0.07346871006370037,0.3311610232576901,-0.75865,0.999914250542862,-0.12015,,,0.9856656513884507,-0.07737473350000001,0.18484456685621825,-0.233,0.990273973604332,0.024150000000000005
GRWD1,0.0006900940582918746,0.530032311614201,0.43525820886477934,0.04958250473259795,0.8952989382573098,-0.4996,0.999914250542862,0.2843,0.6947243344657261,0.1275,0.991638667727028,0.0037819274999999967,0.2724377847956945,-0.18621,0.9651254680328444,0.006500000000000007
AKR1C1,0.0007035314940220637,-1.2795171880770853,0.00022421502899448712,1.9612623383942989,0.781631051628197,-1.7772499999999996,0.999914250542862,0.4397000000000002,0.8453419530033713,0.7412000000000001,0.9856656513884507,-0.20181287,0.2887548191549724,0.10487,,-0.0655
MKLN1,0.0007424702509114955,0.21641357355484528,0.12268664588651065,0.13257669392260496,,,0.999914250542862,0.1098,0.3201324393982756,0.2784,0.991638667727028,-0.001773187999999995,0.42181421899522425,-0.02985,,
GPR89A,0.0007558498872570603,0.2648299451095369,0.1199398599127619,0.1979632938298508,0.8237817115460809,0.3777499999999999,0.999914250542862,0.09504999999999997,,,0.9856656513884507,-0.0012341484999999766,0.6995286696351262,-0.13399999999999998,0.8976841310898618,0.031550000000000016
SHTN1,0.0007796450744490381,-0.5915992419522784,0.5060893436781746,-0.04981720495284492,0.4922683486757395,-0.42635,0.999914250542862,-0.33565,0.6948088231592255,-0.6145999999999999,0.9856656513884507,0.020690476000000003,0.23865377838651386,0.16800000000000004,0.986253392970096,-0.0241
PDIA2,0.0007796450744490381,-0.6148231834097171,,1.1252456450180972,,,,,,,0.9919258836914248,-0.01014628099999998,0.9691596174732446,0.21185000000000004,,
PRKRIP1,0.0008323352580589106,0.4432217840297285,0.6352108631668054,-0.06640859086629902,0.6806842446850985,0.30225,0.999914250542862,-0.15614999999999998,0.8774105006238342,-0.09535,0.9856656513884507,0.17570744600000002,0.8413205279434128,0.04384,0.9710779375718326,0.05930000000000001
DNAJB4,0.0008466564898037076,-0.4409626913667895,0.28665873271471354,0.2439796233345,0.4461053505171765,0.049650000000000194,0.999914250542862,-0.08314999999999984,0.9246344875679988,-0.012250000000000013,0.9856656513884507,0.15989048100000006,0.9651793615850696,-0.04400000000000001,0.9608979694416536,0.11549999999999995
POLR1B,0.0008925445742371571,0.4279429487296905,0.1696457073261507,0.28121321571225266,0.3577352475919214,0.06545000000000001,0.999914250542862,0.4143,0.6551322507142613,0.40025,0.9856656513884507,-0.07467420350000001,0.1912062369756956,-0.1354,0.9629306663758552,0.14300000000000002
U2AF2,0.0008925445742371571,0.5139142621341487,0.1016864279547322,0.15020114296300235,0.9207814405918252,-0.06619999999999998,0.999914250542862,0.0403,0.9807710020114252,0.0354,0.9856656513884507,0.017113844000000003,0.6940000486496859,-0.0389,0.957335736827298,0.008500000000000008
LDB3,0.0009102200042711789,-0.6765792856260254,0.9267131831704976,0.003981291243899676,0.6097623505715309,-0.8658999999999999,0.999914250542862,0.3377500000000002,0.37676683005517336,-0.6692499999999999,0.9856656513884507,0.303916965,0.8548786385169722,0.195,0.8248932393613071,0.5065
SGF29,0.0009286209683750783,0.313492830219253,0.9878051452442376,-0.058524961605201035,0.6602427588645808,-0.213,0.999914250542862,-0.0977,0.5989440439357672,-0.0809,0.9919258836914248,0.014802709000000013,0.14345699028172668,-0.1006,,-0.5726
CENPM,0.000936717066276243,1.0673982746938941,,,,,,,,,,,0.8573393321747185,0.0902,,
FA2H,0.0009665369132693224,-0.6873164796266129,,,,,,,,,,,,,,
LARP7,0.0009665369132693224,0.276510542526428,0.09482448789315097,0.1659038275274476,0.2245022550504288,0.5004000000000001,0.999914250542862,0.038750000000000014,0.6738785745107915,0.2294,0.9856656513884507,-0.20327526250000005,0.3933638744107232,-0.17620000000000002,0.8976841310898618,0.07610000000000003
LMNB1,0.0009665369132693224,0.6516559644128684,0.9792135752803344,0.01112566906835255,0.7689382354028086,-0.3559,0.999914250542862,-0.14950000000000002,0.9883871071447516,-0.93205,0.9856656513884507,-0.105902466,0.820802055614236,0.044400000000000016,0.9574706805166352,-0.030000000000000027
HINT3,0.0010309290803724265,-0.5901966660357739,0.6897780378098191,0.1311958514275453,0.6210931138980983,0.06830000000000003,0.999914250542862,-0.25449999999999995,0.7618060985995809,0.20635,0.9856656513884507,0.050455418499999995,0.08953015981588204,0.265,0.8740676174674901,-0.06100000000000001
ARHGDIA,0.0010512692929565256,-0.3012181968450568,0.18923340560431973,-0.0905228490519967,0.793255345376337,-0.18899999999999997,0.999914250542862,0.0348,0.786867943021255,-0.11960000000000005,0.9856656513884507,0.17286215,0.8254584844674426,0.0992,0.9936867710483512,-0.07060000000000001
ZSWIM8,0.0010650388880779117,-0.2030643358023689,0.5444337566208867,-0.06725327631305332,,,0.06149513512056985,-0.44155,0.8958773892780577,-0.12765,0.9919258836914248,-0.045416403,0.16860622257053834,0.1606,,
EDIL3,0.0010663692886960596,-0.7650849814135879,,,,,,,,,,,0.94319818206177,-0.18935,,
PPIP5K1,0.0010899955910354494,-0.4289024390213208,0.9307188184849996,-0.1457654344483501,0.5458829112388244,-0.5481,0.7023561840428063,-0.5758,0.5093914317311989,-0.59675,0.9856656513884507,-0.08684048050000001,0.5898383300659245,0.05410000000000001,0.9623100232390708,-0.13699999999999996
SPOCK3,0.0011413233136592668,-0.8765290672238791,,,,,,,,,,,,,,
PGS1,0.0011552724931645961,-0.4020322807839387,0.944094226801068,0.119938499417497,0.9996349966154946,-0.34145000000000003,0.999914250542862,0.1175,0.7618060985995809,0.20065,0.991638667727028,0.09524615500000004,0.5149371227090926,-0.24145,,0.1904
SLC9A9,0.0011552724931645961,-0.5955493781958537,0.8362868816999717,-0.2407890176910961,0.06159645035162016,-0.6806,0.999914250542862,0.03334999999999999,0.9551881624091564,0.05199999999999999,0.9856656513884507,0.00954732450000001,,,,
XPR1,0.0011633843039086207,0.3909296162278745,0.40182258349222144,0.13345263796064802,0.7069530163389842,1.08745,0.999914250542862,0.08370000000000002,0.5831336896125127,0.26154999999999995,0.9856656513884507,-0.14967204650000002,0.8926880123280003,0.020000000000000014,,
NUP35,0.0011633843039086207,0.3083832981295715,0.3619960760543724,0.05172856948159677,,,0.999914250542862,-0.1501,0.9716842265658662,-0.13455,0.9856656513884507,-0.0693931705,0.5018123155468689,-0.1264,0.8976841310898618,0.04949999999999999
CLDND1,0.0011777800015817766,-0.485421715173164,0.5287127621880944,0.19876980613974735,0.8433145369451968,-0.0807,0.999914250542862,0.1049,0.9949099382239605,-0.8778999999999999,0.9856656513884507,0.116449593,0.7926023847502216,0.2603,,-0.048450000000000014
KCTD5,0.0012184573273893644,0.4779993607250686,0.3542080352212725,-0.1762250110727024,0.9773385305136124,0.11840000000000005,0.999914250542862,-0.26160000000000005,0.9103555984987504,0.1426,0.9856656513884507,0.22736163,0.433156324715676,-0.2138,0.9826916971848358,0.036499999999999984
TPP1,0.0012644932929630108,-0.6603892204370041,0.7033913657931479,0.047612054957102856,0.9810335243352172,0.10200000000000008,0.999914250542862,0.07580000000000009,0.8195096078323703,-0.3363,0.9856656513884507,-0.20550555800000006,0.9789596245416551,0.0876,0.981909629630183,-0.039000000000000014
